en_sentence	fa_sentence	translation	variety	county	orthography	translator
turning round and round was the manoeuvre she was best at.	بهترین حرکتش این بود که مرتباً دور خود بچرخد.	ونه بیتترین حرکت این بیه که په در په شه دور چرخ بزنه	Central Mazani	Babol	Farsi	Vol_6	
I here take a final leave of all my courteous readers	درینجا برای آخرین بار خواننده محترم را بدرود میگویم	اینجه آخرین وار خواننده محترم جا خدافظی کمبه	Central Mazani	Babol	Farsi	Vol_6	
he looked less like a man, than like some hideous phantom, moist from the grave, and worried by an evil spirit.	قیافه او در این حال به یک مرده از گور گریخته بیش از چهره انسانی شباهت داشت.	ونه چیره در این گدر ات تا مرده که گور جا دربیمو ویشتر مونسسه تا اتتا چیره ی آدم	Central Mazani	Babol	Farsi	Vol_6	
how just before their arrival that drunken imbecile had seized the loaded pistol which they had not had time to recover from him	مخصوا شرح داد که چند لحظه قبل از ورود ایشان این مرد دیوانه و سست این تپانچه پرشده را ربود و اهل خانه نتوانستند آن را از دست او بیرون آورند	اتکه بتته که چند لحظه پیشتر از اینکه وشون دله بیئن اینتا شفته و سس و لر مردی اون پوره تپونچه ره بیتا و هیچ کی اون خنه خلق نتونسسه وره ونه دس جا در بیارده	Central Mazani	Babol	Farsi	Vol_6	
his small and insecure world tottering.	دنیای کوچک و نا امن او در حال فرو ریختن بود .	ونه کچیک و ناامنه دنیا دییه کلسسه	Central Mazani	Babol	Farsi	Vol_6	
to one side a great theater lapped up the rock.	تئاتر بزرگی آن کنار به خر سنگی یله بود.	ات تا گته تاتر اون کنار به ات تا خرسنگی یله بیه	Central Mazani	Babol	Farsi	Vol_6	
I have remained until now simply because of my devotion to you, and as for danger	تنها برای ابراز وفاداری خود نسبت به شما هم شده است در اینجا خواهم ماند و هرگاه مثلا خطری شما را تهدید کند.	فقط برای اینکه شه وفاداری ره به شما بووم اینجه موندمبه و هرگدر خطری شما ره تهدید هکنه	Central Mazani	Babol	Farsi	Vol_6	
until she had made a good match.	ترسشان از این بود که این صفات نامساعد نگذارند در زندگی روی سعادت ببیند و شوهر مناسبی پیدا کند.	وشون ترس از این بیه که این نخشه صفات نله که شه زندگی خشبختی ره بوینه و ات تا خاره شی پیتا هکنه	Central Mazani	Babol	Farsi	Vol_6	
should sound so deep as to threaten to carry off the entire line originally attached to the harpoon.	چنان به اعماق دریا فرو رود که خطر آن در پیش باشد که تمامی ریسمانی را که در اصل به زوبین بسته بوده است با خود ببرد.	چنون اون دریای بن فرو بوره که این خطر دووه که هرچی رسن که به زپپین دوس بیه ره شه همرا بوره	Central Mazani	Babol	Farsi	Vol_6	
my fault! shameful, unpardonable!	قصیر شرم آور و غیرقابل عفو خودم بود!	گناکار خجالتی بِره و ناسزاوار بخشش شه بیمه	Central Mazani	Babol	Farsi	Vol_6	
strewing some heath under me	مقداری بوته در زیر خود گستردم	اتکه بوته شه بن پهن هکردمه	Central Mazani	Babol	Farsi	Vol_6	
he pretended not to understand, and turned the conversation.	ولی خود را به نشنیدن زد و موضوع صحبت را تغییر داد.	ولی شه خد ره به نشنیئن بزو و گپ موضوع ره دگرندیه	Central Mazani	Babol	Farsi	Vol_6	
the thirst of agormandizer with the discretion of a judge.	عطش یک پرخور را با رازداری یک قاضی جمع کرد.	تشنایی ات تا خله خوار ره با رازداری ات تا قاضی جم هکرده	Central Mazani	Babol	Farsi	Vol_6	
I shouldn't trouble.	من که زیاد سر این موضوعا ناراحت نمیشم	من که این موضوع های رو خله نارات نمبه	Central Mazani	Babol	Farsi	Vol_6	
even the recollection that there was another will	حتی یادآوری این موضوع که وصیت نامه دیگری هم هست	حتی این موضوع ره یادآوری هکردن که اتی وصیت نامه هم دره	Central Mazani	Babol	Farsi	Vol_6	
I was badly bred.	اعتراف کردم که مرا بد بار آورده بودند.	اعتراف هکردمه که مه ره بد بار بیاردنه	Central Mazani	Babol	Farsi	Vol_6	
his pounding with the flat of his hand on her bedroom door.	با کف دست روی در اتاق خواب او ضربه زد.	کف دس جا ونه اتاق در ره تَکِک بزو	Central Mazani	Babol	Farsi	Vol_6	
but queer tempered I should think, difficult to know.	با وجود این مصاحبت او خالی از لطف نیست.	با این همه ونه جا گپ بزوئن و رفاقت بد نیه	Central Mazani	Babol	Farsi	Vol_6	
went straight to his bench and to work.	بی درنگ بر سر میز کار خود رفت.	اندریک بورده شه میز کار سر	Central Mazani	Babol	Farsi	Vol_6	
for he was thinking of the miserable twenty five dollars left him from all his recent ghastly adventures.	پس از گشت و گذار مشئوم اخیر فقط بیست و پنج دلار ناچیز برایش باقی مانده بود.	بعد از بچرخان؟ فقط بیسه پنش هزار دلار ناچیز ونه واسسه بمونس بیه	Central Mazani	Babol	Farsi	Vol_6	
but I followed the scent through the house.	ولی رایحه را در خانه دنبال کردم.	ولی بِه ره خنه ی دله پِه هیتمه	Central Mazani	Babol	Farsi	Vol_6	
that nothing but the advice of the great dread spirit	که تنها اندرزهای روح دهشت انگیز و نیرومند	که فقط نصیحتای روح ترسنده و قوی	Central Mazani	Babol	Farsi	Vol_6	
but all was still as death.	اما تمام محوطه را سکوتی مرگ آسا فرا گرفته بود.	ولی درسسه محوطه ره بی چمری بمردن بهیت بییه	Central Mazani	Babol	Farsi	Vol_6	
even when she touched him and listened for his breathing, she could not trust her conclusions.	حتی هنگامی که دست بر صورت او گذاشت و به صدای قلبش گوش داد باورش نشد.	حتی اون گدر که ونه دیم رو دس بشته و ونه قلب صدا ره گوش هدا وره بوور نییه	Central Mazani	Babol	Farsi	Vol_6	
but my dear little nurse picked it out of my mouth with a small needle.	اما با سوزنی کوچک آن را از دهانم در آورد.	ولی با ات تا کچکی سوزن وره دهون جا دربیارده	Central Mazani	Babol	Farsi	Vol_6	
the night about three hours spent	بیش از سه ساعت از شب گذشته بود	سه سات شوی جا بوگذشت بیه	Central Mazani	Babol	Farsi	Vol_6	
to dismiss what importunes, and recall what pleases.	افکار مزاحم را از ذهنم خارج کنم و به چیزهای خوشایند فکر کنم.	فکرای مزاحم ره شه ذهن جا بیرون هکنما به خاره چی فکر هکنم	Central Mazani	Babol	Farsi	Vol_6	
until the very moment when they climbed into the tumbrils.	اما زمانی رسید که او نارو سوار ارابه کردن.	ولی زمانی برسیه که وشون ره ارابه سر سوار هکردنه	Central Mazani	Babol	Farsi	Vol_6	
that is that thou didst ill describe her beauty to me	آن ای که تو وصف جمال او را چنانکه باید نگفتی	آن ای که تو ونه جمال وصم ره اونجور که ونه نتی	Central Mazani	Babol	Farsi	Vol_6	
jus' round this bend here.	از این پیچم که بگذریم هاگوارتز معلوم می شه.	اینتا پیچ ره که دربوریم هاگوارتز دیار بونه	Central Mazani	Babol	Farsi	Vol_6	
never had there been, or, at least, never it seemed to him, had there been so many hindrances and so many quarrels between him and the peasants as that year,	هرگز مانند آن سال با این همه سوء حوادث و این همه سوء تفاهم میان خود و ورستاییان مواجه نشده بود	هیچ گدر اون سال جور این همه حادثه و بدبینی میون شه و روستاییها رودررو نییه	Central Mazani	Babol	Farsi	Vol_6	
not a matter one can comprehend, or consequently enjoy, all at once.	امری نیست که آدم بتواند افکار خود را به آن معطوف بدارد و در نتیجه از آن لذت ببرد.	کاری دنییه که آدم بتونه شه فکرا ره به وه میل هده و ای ونه جا لذت بوره	Central Mazani	Babol	Farsi	Vol_6	
dragging the boy, now, as easily as if he were an empty sack.	پسرک را به مانند یک کیسه خالی با خود می کشانید	سِات تا خالی کیسه ی واری شه همرا کشیهک ره	Central Mazani	Babol	Farsi	Vol_6	
