en_sentence	fa_sentence	translation	variety	county	orthography	translator
I understood that we must retire, in order to allow this traveller to go to sleep, and we both went up stairs.	من فهمیدم که ما باید از اتاق خارج شویم تا مسافر بخوابد. هر دو رفتیم بالا.	فەمیم ک باس ڤە ئووتاقە بچیمنە درر تا مسافرە بەسەێ، هەردکیمان ڤە پللە چیمنە سەر.	Kakavandi	Harsin	Southern Kurdish	KY	
then almost with one impulse the congregation rose	بعد تقریباً به یک حرکت تمام اهل کلیسا از جا بلند شدند	دومار تەقریبەن ڤە ی تەکان مەردمە هێز گرتن	Kakavandi	Harsin	Southern Kurdish	KY	
breathe with the voice of the head deacon.	گفتی تمامی کلیسا با صدای سرش ماس هم نفس شده بود.	ڤە دەنگ شماس ئەرشەدە هناسە بکیشن	Kakavandi	Harsin	Southern Kurdish	KY	
than in keeping dogs and horses only to gallop over it.	تا اینکه سگ و اسب نگهداری کند و فقط روی زمین چهارنعل برود.	تا یە کەێ سەگەل و چراوال هەر ئەرا تازین ئەر مل ئەڤە بیلیمان	Kakavandi	Harsin	Southern Kurdish	KY	
but that gentleman prevented his offering any remark thereupon, by leading him at once into an adjoining room	ولی ایشان بدون اینکه توضیحی در این باره بدهند او را به اطاق مجاور بردند	بڵەم ئی پیا بێ یە کەێ چێ دەربارە بووشتەێ، ئەو بردێە ئووتاق ئەلاینە	Kakavandi	Harsin	Southern Kurdish	KY	
was standing on one side, apparently waiting for something.	وی کناری ایستاد و منتظر چیزی بود.	ڤە لایکا هووساوی و بگر چەمەرەێ چێ بی	Kakavandi	Harsin	Southern Kurdish	KY	
I look on all actions as means to an end, and the end is all that I look at.	من اعمال رابمنزله وسیله میدانم و فقط مقصودم را در مد نظر دارم.	م ئەر کول کارێ ڤە ڤەسیلەێ ئەرا ڕەسین ئەر هەدەف سەێرە مەکەم و تەنیا هەدەفە ک ئەرا م مهمە	Kakavandi	Harsin	Southern Kurdish	KY	
he looked at me astonished.	با حیرت به من نگاه کرد.	ئەو ڤە ڤاقپەڕیاینا سەێر م کردەێ	Kakavandi	Harsin	Southern Kurdish	KY	
as to set aside all impediments	که همه موانع را به کنار بگذارید.	ئەرا ئەێ لا نیاین کول مانێلە	Kakavandi	Harsin	Southern Kurdish	KY	
but they were so rooted in local superstition	ولی خرافات چنان در اهالی ریشه کراده بود	بڵەم ئەون هانە ئەر نام خورافات ڕیشیوان داشت	Kakavandi	Harsin	Southern Kurdish	KY	
I said to restart the conversation so that I could hear her voice again.	برای اینکه دوباره بتوانم صدای او را بشنوم گفتم.	ڤتم دوارە دەس بەیمنە گەپ داین تا بتۊنم دوارە دەنگ بشنەومەێ	Kakavandi	Harsin	Southern Kurdish	KY	
but he's anxious to have the stone.	ولی دوستم مشتاق است هر طور شده آن را بدست بیاورد.	بڵەم ئەو تامارزوو بی ک سەنگە داشتۏتەێ	Kakavandi	Harsin	Southern Kurdish	KY	
but I suppose you had no tools to aid you	مگر آلات و اسباب نداری	بڵەم م فکرە مەکەم هۏچ ڤەسیلەێ نەێرین تا یارمەتیت بەێ	Kakavandi	Harsin	Southern Kurdish	KY	
I was timidly following her	من هم با ترس او را دنبال کردم.	ڤە زەڵە و ڕکیاین مەچیامەێەر پەێا	Kakavandi	Harsin	Southern Kurdish	KY	
but they continued to exist.	ولی همه همچنان برجا بود.	بڵەم ئەون ڤە بین وژان ئدامەوان دا	Kakavandi	Harsin	Southern Kurdish	KY	
is a plan in military terms to mount the attack and carry it through.	اینست که یک نقشه نظامی برای انجام حمله طرح کرده و آن را تا انتها به اجرا درآورید.	ی نەخشە نزامی ئەرا دەس بردن ئەر هەودش و ئەنجام ئەڤە سە	Kakavandi	Harsin	Southern Kurdish	KY	
so she turned and felt on the table beside her for a book.	این بود که چرخید و روی میز کناری کتابی جستجو کرد.	سە پلیا و ئەر مل میز لا دەسێنەی منەی کتاوەێ کردەێ	Kakavandi	Harsin	Southern Kurdish	KY	
it seemed as though the very mention of that weary pacing to and fro had set it going.	گویی صرف اشارهء میس پراس به از این سو به آن سو قدم زدن باعث این انعکاس شده است.	بگر هەر ڤتن ئە گام نیاین شەکەتە ڤیرەێ نوا و دوما، ئەو ئاشتێە ڕەێ	Kakavandi	Harsin	Southern Kurdish	KY	
I'll help ya if ya want,	اگه میخواین بهتون کمک کنم	ئەر مێتان یاریتان بەم	Kakavandi	Harsin	Southern Kurdish	KY	
I am so sorry to have kept you waiting	متاسفم که منتظرت گذاشتم	بەداخم که چەمەڕێت هیشتم	Kakavandi	Harsin	Southern Kurdish	KY	
but then they use their sitting room every night nearly until ten thirty or eleven.	ولی او نا تقریبا هر شب تا ساعت ده و نیم یازده از اتاق نشیمن استفاده میکنن.	بڵەم ئەوان تەخریبا تا سات ده یانزه ئەژ دێ میێمانەڵ ئستفاده مەکەن	Kakavandi	Harsin	Southern Kurdish	KY	
but a determined woman.	بلکه زن مصممی شده بود.	بەڵکەم ژەن با‌ئرادێ بیه	Kakavandi	Harsin	Southern Kurdish	KY	
the summer of 1778, that is nearly twenty three years ago.	غرض تابستان 1778 یعنی در حدود بیست و سه سال پیش است.	تاوسان 1778 یانی حودود 23 ساڵ پێش	Kakavandi	Harsin	Southern Kurdish	KY	
looked closely at every detail of the plans	به جزء جزء نقشه با دقت نگاهی انداخت.	ڤه وردی سەیر نەقشه کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
passed gayly from the two bishops to the two lawyers	به شادی از کار دو اسقف به کار دو وکیل پرداخت	ڤه خوەشی ئەژ کار دوو ئوسقوف ڤه کار دوو وەکیل کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
how dear and comforting they could be	نمیدونن که چه گرم و آرامش به شه.	نمەزانن که چەنی گەرم و باساکه	Kakavandi	Harsin	Southern Kurdish	KY	
she was altogether a mistake	دور تا روی هم رفته اشتباهی در آفرینش بود	ئەڤه هەر ئێ کوڵی خەڵەت بی	Kakavandi	Harsin	Southern Kurdish	KY	
had a good cry.	یک شکم سیر گریه کرد.	خاس بییه گری	Kakavandi	Harsin	Southern Kurdish	KY	
I send it to her by you.	دعای خیرم را برای او ببر.	ئەسەدووئا خەیرم ئەران بێرتێ	Kakavandi	Harsin	Southern Kurdish	KY	
we arrived at my city	هر دو به شهر موطنم رسیدیم	ئیمه ڕەسیمنه دیارمان	Kakavandi	Harsin	Southern Kurdish	KY	
acknowledge herself grossly mistaken and mis judging in all her ideas on one subject	اعتراف کند که اشتباه فاحشی مرتکب شده و تمام تصوراتش خطا بوده.	ڤتیا که خەتا کەڵنگی کردیێ ڤه کوڵ خەیاڵەلێ دوروو بییه	Kakavandi	Harsin	Southern Kurdish	KY	
how he had looked when he slipped it on her finger.	به یاد آورد که چگونه این حلقه به انگشتش رفت.	بایجوڤیرت که چۊ ئێ کلکاونه چۊیه کلکێ	Kakavandi	Harsin	Southern Kurdish	KY	
but he felt it necessary to assert himself.	با وجود این لازم بود خودش را نشان بدهد.	ئەسەر یەوا لازم بی ڤژ نیشان دێ	Kakavandi	Harsin	Southern Kurdish	KY	
I'd made up my mind to do things well.	تصمیم گرفته بودم جشن حسابی بگیرم.	خەیاڵم داشت سۊر خووئێ بگرم	Kakavandi	Harsin	Southern Kurdish	KY	
I have a night's work to do yet.	من هنوز یک دنیا کار دارم که انجام دهم.	من هالی یک ئاڵم کار دێرم که ئەنجام بەم	Kakavandi	Harsin	Southern Kurdish	KY	
I am in earnest at last	بالاخره عزم من جزم شده است.	ئاخرێ هممەت ڤژم کرد	Kakavandi	Harsin	Southern Kurdish	KY	
they had come for their tools.	دنبال بیل و کلنگشان آمده بودند.	ئه منەی بۊڵ و کوڵنگەن هەتۊن	Kakavandi	Harsin	Southern Kurdish	KY	
as he shook his head.	سرش را با تأسف تکان داد	سەرێ ئەرۊ خوەسه تەکان دای	Kakavandi	Harsin	Southern Kurdish	KY	
during which time, the emperor gave orders to have a bed prepared for me.	در طی این مدت امپراطور فرمان داد که برای من تشکی آماده سازند.	ئه ئێ مودەته شاه حوکم دای که ئەرا من دووشەکێ دورس کەن	Kakavandi	Harsin	Southern Kurdish	KY	
I'll do that for you.	به خاطر شما این یک کار را خواهم کرد.	ئەرا خاتر تۆ ئێ کاره مەکەم	Kakavandi	Harsin	Southern Kurdish	KY	
but stood at the toilet table near the window	جلو میز توالت در کنار پنجره ایستادند	ئەر نوا میز مسرا دەم پەنجره هووساوین	Kakavandi	Harsin	Southern Kurdish	KY	
before I could get far enough into the sea	پیش از آنکه مسافتی دراز از دریا دور شده باشم	ڤر‌ئە یەگ فره ئەژ دەلیا دوور کەتۊما	Kakavandi	Harsin	Southern Kurdish	KY	
but with its last strength the carp again plunged into the depths.	ولی ماهی با آخرین نیروی خود بار دیگر به آب فرورفت.	بڵەم ماسی ڤه کوڵ تەوان ڤژ هەم دوواره چێیه نام ئاو	Kakavandi	Harsin	Southern Kurdish	KY	
here was a snap, and the hand was trapped in a mousetrap.	دست در یک تله موش به دام افتاده بود.	دەس ئەنام دام گرزێی گیر کرۊتێ	Kakavandi	Harsin	Southern Kurdish	KY	
who had said she would receive them there.	تا آنجا هم را ملاقات کنند	تا ڤره یەک مولاقات بکەن	Kakavandi	Harsin	Southern Kurdish	KY	
was inclined to think of them certain girls in particular	درباره این دخترها مخصوصا درباره چند تن از آنان	دەرباره ئێ دتەڵه بەتابەت دەرباره چەن نەفەر ئەژ ئەڤان	Kakavandi	Harsin	Southern Kurdish	KY	
remembered how she asked him if he was proposing to her	آن پیشنهاد شرم آور به یادش آمد.	ئه پێشنهاد شەرم ئاوره کەته ڤیرێ	Kakavandi	Harsin	Southern Kurdish	KY	
maybe he's even had to indulge in a purge of the fainthearted.	شاید هم تا حالا در چند مورد خرابکاری کرده باشه	هایتر تا ئیسکه ڤه چەن بەش خراوکاری کردۊتێ	Kakavandi	Harsin	Southern Kurdish	KY	
I had not very much to say.	حرف زیادی در این مورد نداشتم.	قسه فرەیی ئه ئێ باوەت نیاشتم	Kakavandi	Harsin	Southern Kurdish	KY	
he says that young people ought to be left alone for a while at first.	او عقیده دارد که زن و شوهر جوان را باید تنها گذاشت.	ئو ها سەر ئێ قسه که باد ژەن شوی جاڵ تەنیا هیشت	Kakavandi	Harsin	Southern Kurdish	KY	
a slender elf woman, clad in simple white, whose gentle voice was soft and sad.	یک زن الف باریک اندام با لباس سفید ساده که صدای مهربانش لطیف و اندوهگین بود.	یک جن ژ‌ەن لەر ڤه دوڵنگ ئەسپی ساده که دەنگ مێهرەبانێ مه ڵایم ڤه خەمین بیتێ	Kakavandi	Harsin	Southern Kurdish	KY	
I wisht I had five hundred jalopies.	اگه فقط پونصدتا ابوطیاره داشتم.	ئەگەر هەر پانسەد گله ماشینم بیاشتا	Kakavandi	Harsin	Southern Kurdish	KY	
she fancied she heard goat bells ringing in their passes	او در خیال صدای زنگ بزها را هنگام عبور شنید	ئو ڤه نام خەیاڵ دەنگ زڕینگه گیسکەڵ هەنی ڕەده مەویان شنەفتێ	Kakavandi	Harsin	Southern Kurdish	KY	
I seem to have feathers under my head.	مثل ای نه که متکای پر قو زیر سرمه.	ئەزار باڵش پەر قو ها ژێر سەرم	Kakavandi	Harsin	Southern Kurdish	KY	
which was closed for it was midnight	شب از نیمه می گذشا و میخانه بسته بود.	دووکوت شەوار بی و شەراوخانه بەسریاوی	Kakavandi	Harsin	Southern Kurdish	KY	
I can't, I feel so queer!	من احساس عجیبی دارم.	من ئحساس بەڵاجەوی دێرم	Kakavandi	Harsin	Southern Kurdish	KY	
but is very generous to one quite impertinent girl	ولی به دختر پررویی خیلی کمک کرده است.	بڵەم ڤه دت ڕۊدارێ فره یاری داسێ	Kakavandi	Harsin	Southern Kurdish	KY	
I put it off to the last.	تا آخرین لحظه شکیبائی کردم.	تا ئاخرین چرکه هەزاوێم	Kakavandi	Harsin	Southern Kurdish	KY	
every other thought was effaced, and he felt only a profound and unheard of joy.	هر فکر که جز این داشت محو شد و جز یک شادی مجهول و شگرف برایش نماند.	هەر ڤیری که داشتێ خێو بی ڤه هەر خوەشی نادیاری ڤه تابەت هۊیچ ئەران نمەنێ	Kakavandi	Harsin	Southern Kurdish	KY	
I should be very unhappy.	یک عالم بدبخت خواهم شد.	فره هەڕێیه سەر مەوم	Kakavandi	Harsin	Southern Kurdish	KY	
