en_sentence	kmr_sentence	translation	variety	county	orthography	translator	3332
I know a better book Pug... Snoozing in a big chair for beginners.	Ez pirtûkeka baştir dizanim… Xewa li ser paldankeka mezin.	Ez yew kitabo hîna weş zana Pug... Palkursîyêka hewnî hewnê teştareyî.	Standard		Kurdish	MO	
We must stay close together or else we might get...	Divê em ji hev veneqetin, yan na dibe ku em…	Ganî ma pîya bimanê nêke mumkin o ma...	Standard		Kurdish	MO	
I command you to paint my royalportrait!	Ez fermana çêkirina portreyê min didim we!	Ez emir kena ke şima portreyê mi yê qralî virazê!	Standard		Kurdish	MO	
When Dog read the book I wobbled and shook, blinked and then I was there!	Dema ku Segî pirtûk xwend, ez lerizîm, min çav niqandin û ez hatim vir!	Wexto ke Kutikî kitab wend, ez recifîyaya, mi derê çim şikit ez ameya tîya!	Standard		Kurdish	MO	
We can t get them to stop!	Em nikarin wan rawestînin!	Ma nêeşkenê înan vindarnê!	Standard		Kurdish	MO	
I hope that I have taught you at least one amazing thing today.	Hêvîdar im min îro qet nebe yek tiştê baş hînî te kiribe.	Ez hêvî kena ke mi ewro qet nêbo yew çîyo ecêb musnayo to.	Standard		Kurdish	MO	
One should certainly hope so!	Jixwe divê ew layîqî min be!	Xora ganî o layîqê mi bibo!	Standard		Kurdish	MO	
Granny Pug! You ve redecorated.	Dapîra Pug. Te xwe guhertîye.	Dapîra Pug! To xo bedilnayo.	Standard		Kurdish	MO	
We ll find you Granny Pug.	Em dê te bibînin, Dapîra Pug.	Ma do to bivînê Dapîra Pugî.	Standard		Kurdish	MO	
Writing by Arne Saknussemm.	Ew nivîsa Arnî Saknusem e.	Nuşteyê Arne Saknussemmî yo.	Standard		Kurdish	MO	
To the wheelie ladder Dog?	Em herin ser nêrdewanê, Seg?	Ma şirê nêrdîwane ser o, Kutik?	Standard		Kurdish	MO	
Not moving?	Nalebite?	Nêlewîyeno?	Standard		Kurdish	MO	
That is my new favourite book.	Min ji wê pirtûkê pir hez kir.	No kitabê min o favorî yo newe yo.	Standard		Kurdish	MO	
I might if people need cheering up.	(kenîn) Lê belkî ew kenê mirovan bînin.	(huyayîş) La belkî o pê huyayîşê merdiman bîyaro.	Standard		Kurdish	MO	
Queen Victoria?	Şahbanû Vîktorîya?	Qralîçe Victoria?	Standard		Kurdish	MO	
Even if they re big and in mybasement and I really need to ask them to leave?	Lê ew mezin in û li jêrzemîna min in û divê ez ji wan bixwazim ku herin.	Heta ke ê gird ê û cêrzemînê mi de yê, ez do înan ra vaja ke şêrê?	Standard		Kurdish	MO	
This is a book by...	Nivîskara vê pirtûkê…	No yew kitab o ke...	Standard		Kurdish	MO	
What s that?!	Te got çi?!	To çi va?!	Standard		Kurdish	MO	
Pick a card. Any card.	Kartekê bikişînin. kîjanê bixwazî.	Yew karte biweçîne. Kamcîn ke ti wazenî.	Standard		Kurdish	MO	
That is my new favourite book.	Min ji wê pirtûkê pir hez kir.	No êdî bî kitabê min o favorî	Standard		Kurdish	MO	
By my granny. Granny Pug!	Dapîra min e. Dapîra Pug!	Dapîra mi nuşto. Dapîra Pugî!	Standard		Kurdish	MO	
I think you should write them down for other people to read.	Bi min ji bo xwendina mirovên din divê tu wan binivîsî.	Ez fikirîyena ke ti ganî înan binusî ke kesê bînî zî biwanê.	Standard		Kurdish	MO	
I think I have a book that may help.	Belkî pirtûkek hebe ku vî titşî bibêje.	yew kitabê mi esto ke şêno hetkarî bikero.	Standard		Kurdish	MO	
He s definitely friendly!	Ew gelekî xwîngerm e!/Hevalekî gelekî qenc e.	O raşta zî zaf dostane yo!	Standard		Kurdish	MO	
I was afraid this would happen.	Ez ji vê rojê ditirsîyam.	Ez tersayêne ke no do bibo.	Standard		Kurdish	MO	
You can t fool me Doctor Badd! Take off that silly mask!	Tu nikarî min bixapînî, Doktor Bed! Wê maskeyê derxe!	Ti nêşenî mi bixapnî Doktor Badd! A maskeya ehmeqe veje!	Standard		Kurdish	MO	
Bow-Wowzer, a magic top hat!	Li vê ecêbê! Şewqeyeka bisêhr!	Hela na ecêbe, yew şawqaya sêhrêne!	Standard		Kurdish	MO	
That rock is not a rock!	Ew zinar ne zinar e!	A kemere kemere nîya!	Standard		Kurdish	MO	
Perhaps we have a book in the shop where we could check it?	Dibe ku li pirtûkxaneyê pirtûkek hebe ku rastîya wê ji me ra bibêje?	Belkî kitabxane de yew kitab est o ke ma şênê tede kontrol bikerê?	Standard		Kurdish	MO	
Dog loved books so much he decided to open his own bookshop.	Segî ji pirtûkan wisa hez kir ku biryar da pirtûkxaneyekê veke.	Kutikî hende kitaban ra hes kerd ke qerar da yew kitabxaneyê xo akero.	Standard		Kurdish	MO	
Well this is as good a place as any to get started.	Belê, ev der ji bo destpêkirinê cihekê baş e.	Baş o, no ca seba destpêkerdişî sey her cayî weş o.	Standard		Kurdish	MO	
No, that would be silly Pug. They go camping.	Na, ew ne fikreka baş e. Ew diçin kampê.	Ney, no do bibo ehmeqîye Pug. Ê şinê kamp ronanê.	Standard		Kurdish	MO	
I love books about the wonders of the...Earth?	Ez ji pirtûkên li ser newazeyên dinyayê hez…dikim.	Kitabê ecêbî ke dinya ser o yê, Ez înan ra hes...kena.	Standard		Kurdish	MO	
There s number one!	Hejmara yekê li vir e!	Tîya de hûmara yewî esta!	Standard		Kurdish	MO	
Can we have another another go?	Em dikarin yeka din biceribînin?	Ma eşkenê reyna-reyna biceribne?	Standard		Kurdish	MO	
Dog, how do you find a thing that you ve hidden, but now don t know where it is?	Seg, eger tu tiştekî xwe veşêrî û cihê wî neyê bîra te, tu dê wî çawa bibînî?	Kutik, eke ti çîyêkê xo nimito la nika nêzanî kotî yo, ti senî ey vînenî?	Standard		Kurdish	MO	
So where do they come from?	Nexwe ew ji ku derê tên?	O wext ê senî û kura ra yenê?	Standard		Kurdish	MO	
I do like playing hide and seek butI'm not very good at the hiding bit.	Ez ji lîstika veşartokê hez dikim, lê ez nikarim xwe baş veşêrim.	Ez xonimitişî ra hes kena la aseno ke ez xonimitişî de zaf baş nîya.	Standard		Kurdish	MO	
I don t think socks are the problem Pug. I believe I have a cold. Oooh	Bawer nakim ku problem gore bin, Pug. Min serma girtîye. Oooh.	Ez bawer nêkena ke pûncî problem ê Pug. Ez vana qey mi serd girewto. Oooh	Standard		Kurdish	MO	
All right. Just a little push.	Baş e. Piçekî dehf bide.	Temam. Tay tehn bide bidehfne.	Standard		Kurdish	MO	
In a certain village in La Mancha,which I shall not name, there lived not long ago	Li gundekê girêdayî La Manşayê yê ku ez navê wî nadim, berî demeka ne dirêj…	Yew dewe de La Manşaya ke ez nameyê aye nêvana, zaf wext ra ver ney	Standard		Kurdish	MO	
YIP! Ah I was having a very strange dream Dog.	Wîî! Aah min xewneka pir ecêb didît, Seg.	weey! Ah mi yew hewno zaf ecêb dîyêne Kutik.	Standard		Kurdish	MO	
I was a pup. Now I'm grown-up.	Ez biçûk bûm. Niha ez mezin im.	Ez qij bîya o wext. La Nika ez pîl a.	Standard		Kurdish	MO	
That small things can do big things on which they can depend. That a Tiny Digger got the job done in.	Tiştên biçûk dikarin li gor rewşa xwe tiştên mezin bikin. Kepçeya Biçûk çû û ew kar kir.	Çîyê qijî eşkenê goreyê halê xo yê qijkekî çîyanê girdan bikerê. Kepçeya Qije heme kar qedêna.	Standard		Kurdish	MO	
Why do you say that Pug?	Tu çima wisa dibêjî, Pug?	Ti çira wina vanî, Pug?	Standard		Kurdish	MO	
I s must be very popular.	Nexwe ez pir navdar im.	O wext ganî zaf populer ba.	Standard		Kurdish	MO	
Umm But we re going to need more Earthdust and some baboons...	Himm. Lê ji me ra bêhtir toza dinyayê lazim e û çend babûn…	Umm La ma rê hîna zêde tozê dinyayî û tay babûnî lazim ê...	Standard		Kurdish	MO	
...nature.	…siruştê ne.	...Xoza de yê.	Standard		Kurdish	MO	
And mucky.	Û komîk î.	Û komîk a.	Standard		Kurdish	MO	
Hello. I am Dog and this is Pug.You must be the Magic Pencil.	Silav. Ez Seg û ev jî Pug e. Nexwe tu jî Pênûsa Bisêr î.	Merheba. Ez Kutik a û no zî Pug o. Ti Qelema Sêhrên a nê?	Standard		Kurdish	MO	
Are you the new balancing act?	Hûn akrobatên me yên nû ne?	Şima akrobatê dengeyî yê newe yê?	Standard		Kurdish	MO	
I don t think swimming goggles willwork, Pug. Try this instead.	Di tarîyê da berçavkên deryayê bi kêr nayên, Pug. Vê biceribîne.	Ez vana qey çimikê asnawe do nêxebitîyê, Pug. Naye bicerebne.	Standard		Kurdish	MO	
I don t stand a chance in the bigspelling contest .	Di pêşbirka sêhrbazîyê da qet şansê min tune ye.	Musabeqaya girde ya sêhrbazîye de şansê mi çin o.	Standard		Kurdish	MO	
I think we should have brought those doggy biscuits with us.	Bi min divê me ew biskiwîtên segan bi xwe ra bianîna.	Ez vana ma ganî ê biskuwîtê kutikan xo reyde biardêne.	Standard		Kurdish	MO	
....Me too.	… Ez jî.	...Ez zî.	Standard		Kurdish	MO	
You won t be in my book.	Ez we naxim pirtûka xwe.	Ez şima nêdeka kitabê xo.	Standard		Kurdish	MO	
I can make a granny who s fallenfast asleep.	Ez dapîrekê çêdikim ku di xew ra çûye.	Ez eşkena yew dapîre virazî ke hewna şîya.	Standard		Kurdish	MO	
(LAUGHING) I want to play again! I want to play again!	(kenîn) Ez dixwazim dîsa bilîzim! Ez dixwazim dîsa bilîzim!	Ez wazena reyna kay bika! Ez wazene reyna kay bika!	Standard		Kurdish	MO	
Allow us to be of assistance.	Nexwe em dê alî te bikin.	O wext ma to rê hetkarî bikerê.	Standard		Kurdish	MO	
Soggier DogBiscuits.	Heyla mîratê!	Biskuwîtê kutikan ê hîna jehrinî.	Standard		Kurdish	MO	
An excellent question Dog.	Te pirseka di cih da kir, Seg.	Yew persêko zaf weş o Kutik.	Standard		Kurdish	MO	
Ohh Pug does like Pug Rock. And Dog?	(kenîn) Pug ji Roka Pug hez dike. Lê Seg?	(huyayîş) Pug Pug-Rokî ra hes keno. Û Kutik?	Standard		Kurdish	MO	
That s not very nice.	Ew ne tiştekî xweş e.	No çîyêko weş nîyo.	Standard		Kurdish	MO	
Wakey-Pug.	Rabe Pug.	Wirzî Pug.	Standard		Kurdish	MO	
Pick on someone your own size.	Belaya bifiroşe yekî li gor xwe.	Kesêko sey xo bivîne.	Standard		Kurdish	MO	
Hop on the magic pillowcase Pug, I'm smell an adventure.	Were ser balîfa bisêhr Pug, ez bêhna macerayekê dikim.	Bê balişnaya sêhrêne ser Pug, ez boya yew macera gêna.	Standard		Kurdish	MO	
Can we walk home please?	Em herin mala xwe, nabe?	Ma şênê şirê keye keremê xo ra?	Standard		Kurdish	MO	
Quite correct Dog. And because people wrote them a long time ago we still know their stories today.	Te rast got, Seg. Û ji ber ku mirovan ew berî demeka dirêj nivîsîne, em hîn jî çîroka wan nizanin.	To rast va Kutik. Û seba ke merdiman zaf wextî ra ver nê nuştî, ma ewro zî hîkayeyanê înan zanenê.	Standard		Kurdish	MO	
Who s a pretty pirate?	Kî korsaneka rind e?	Kam yew korsano rind o?	Standard		Kurdish	MO	
Is THIS the kind of place you dlike to have a holiday?	We dixwast ku li cihekê wisa betlaneyê bikin, ne?	Cayo ke şima waştêne tede tehtîkl bikerê wina nî ney?	Standard		Kurdish	MO	
Please slow down Pug. I'm running out of puff.	Ji kerema xwe hêdî, Pug. Ez dê hilma xwe bidim.	Keremê xo ra hêdî şo Pug. Ez êdî nêfes nêgêna.	Standard		Kurdish	MO	
Umm How curious.	Himm Pir balkêş e.	Umm Çi balkêş o	Standard		Kurdish	MO	
Is that your balancing ball?	Ev goga te ya hevsengîyê ye?	Na goga to ya dengeyî ya?	Standard		Kurdish	MO	
All contestants get ready for the gold cup race!	Pêşbaz ji bo pêşbazîya kupaya zêrîn amade ne!	Hemê beşdarî seba musabeqaya kupaya zêrnêne amade yê!!	Standard		Kurdish	MO	
Does it say why I had a red feather behind my ear?	Ew dibêje bê çima perîkekê sor li pişt guhê min e?	O vano çira yew purt sûr peyê goşê mi de est o?	Standard		Kurdish	MO	
Thanks to Dog and Pug I'm not scared of jumping any more.	Bi saya Sed û Pug, ez êdî ji qevastinê qet natirsim.	Bi saya Kutik û Pugî, ez êdî xoeştişê berzî ra nêtersena.	Standard		Kurdish	MO	
Disappeared?!	Winda bû?!	Vindî bîya?!	Standard		Kurdish	MO	
The hattiest of all.	Ya herî baş ew e.	o tewr baş o yo.	Standard		Kurdish	MO	
And now we re stuck in this mudforever!	Em dê heta hetaya di çiravê da bimînin!	Û nika ma heta-heta na herre de mendê!	Standard		Kurdish	MO	
Neither am I.	Ez jî wisa me.	Ez zî sey to ya.	Standard		Kurdish	MO	
What are they racketing about?	Ew li ser çi dikin xirecir?	Ê seba çiyî wina kenê qerebalix?	Standard		Kurdish	MO	
..I love funny books that really make me...	.. ez ji pirtûkên xwe yên ku min bi rastî…	..ez kitabanê henekênan ra hes kena ke raşta mi...	Standard		Kurdish	MO	
Sorry. I ve been a little busy.	Bibore. Ez lê negerîyam.	Ef bike. Sereyê mi qet rehet nêbî	Standard		Kurdish	MO	
I can see a number three!	Hejmara sêyan jî li vir e!	Ez şêna hûmara hîre bivîna!	Standard		Kurdish	MO	
This is a book about people putting on a play a long time ago and it's called...	Ev pirtûk li ser çend mirovan e ku dixwastin lîstikekê nîşan bidin û navê wê…	No kitabêk o derheqê çend merdiman de yo, ey waştêne yew kay nîşan bido û nameyê ey...	Standard		Kurdish	MO	
They are amazing! But thelight from the lighthouse must sweep around in a circle.	Ew gelekî bikêr in! Lê ronîya fenera deryayê divê tim di nava xelekekê da bigere.	Ê zaf ecêb ê! La roşnîya fenerê deryayî ganî hertim yew çember de bêro çarnayîş.	Standard		Kurdish	MO	
I love stories that are. . .	Ez ji çîrokên ku…	ez estanekan ra hes kena ke….	Standard		Kurdish	MO	
I love books that make me go-	Ez ji pirtûkên ku dikin ku ez –	Ez kitabanê ke kenê ke ez -	Standard		Kurdish	MO	
Was she like this the last time you read her?	Cara din dema ku te xwend ew dîsa weha bû?	Wexto ke to verê cû na hîkaye wende a wina bîye?	Standard		Kurdish	MO	
Pug, why are you using your metal detector in the shop again?	Pug, tu çima dîsa detektorê xwe yê metalan li dikanê bi kar tînî?	Pug, ti çira reyna detektorê xo yê metalan mîyanê dikanî de şuxulnenî?	Standard		Kurdish	MO	
They re trainee knights, Sire?	Ew şovalyeyên xeşîm in, ezbenî.	Ê şovalyeyê stajyer ê, Rêzdar?	Standard		Kurdish	MO	
Hurray. Well Done	Bijî! Sihet xweş!	Eferim! destweş	Standard		Kurdish	MO	
Serves us right!	Me ev yek heq kir!	Ma heq kerd!	Standard		Kurdish	MO	
Now we ll never forget what we did yesterday!	Îcar em nema ji bîr dikin bê me duh çi kir!	Nika ma do qet xo vîr ra nêkerê ke ma vizêrî se kerd!	Standard		Kurdish	MO	
(LAUGHING) You re tiny, not shiny. The managerwon t let you in!	(Kenîn) Tu biçûk î û ne briqok î. Kargêr nahêle tu werî hundir!	(huyayîş) Ti qij a, ti nêberqena. Mudur do nêverdero ti bêra zere!	Standard		Kurdish	MO	
Why do snails have shells Dog?	Çima qalikên qepûşkan hene?	Çira qepûşkan ser o qaşikêk est o Kutik?	Standard		Kurdish	MO	
And also fogged the mind of my great friend Sherlock Holmes.	Wê mijê xwe berdabû ser hişê hevalê min Şerlok Holms jî.	Û hişê embazê min ê Sherlock Holmesî zî kerdbî duman.	Standard		Kurdish	MO	
Wait! It won t hurt you!	Raweste! Xisarê nade te!	Vinde! O do zerar nêdo to!	Standard		Kurdish	MO	
Where s here?	Vir ku der e?	Tîya kotî yo?	Standard		Kurdish	MO	
Slapping on the...	Tu şelpeyan li…	Şelpnayîşê...	Standard		Kurdish	MO	
See you in my next book boys.	Em dê di pirtûkeka din da hev bibînin.	Ez do şima kitabê xo yê bînî de bivîna.	Standard		Kurdish	MO	
This is a book about a place so cold the sun keeps as far away from it as possible. And It's called BRRRRRRRRR! At the bottom of the world thereis a land so cold that water is hardly ever water there at all.	Ev pirtûk di derheqê cihekê pir sar da ye. Cihekê wisa dûr e ku tava rojê nagihîjîyê. Navê pirtûkê Brrrrrrrr! e. Di binîya dinyayê da cihekê wisa sar hebû ku li wir av hema hema qet nedihat peydakirin.	No yew kitab o ke derheqê cayêkê zaf serdinî de yo. Cayêko winasî dûrî yo ke tîja rojî nêresena ey. Nameyê kitabî BRRRRRRRRR! o. Binê dinya de yew welat est o ke uca hende serd o ke awe uca de qet sey awe nîya.	Standard		Kurdish	MO	
Would you like to see some more robots I ve made?	Hûn dixwazin robotên ku min çêkirine bibînin?	Şima wazenê robotanê bînan ke mi viraştê, bivînê?	Standard		Kurdish	MO	
How curious.	Li vê ecêbê!	Hela na ecêbe!’	Standard		Kurdish	MO	
That s a very good question Pug.	Ew pirseka di cih da ye e, Pug.	Na yew persa zaf weş a Pug.	Standard		Kurdish	MO	
I ve never heard cats sing like that before.	Min heta niha nedîtibû ku pisîk distrên.	Mi heta nika nêdîbî ke pisîngî wina deyîran kenê.	Standard		Kurdish	MO	
We re nocturnal.	Em bi şev dijîn.	Ma şewe cinîyenê.	Standard		Kurdish	MO	
Bow-Wowzer! I know what you can do.Dave s toys won t be too small. You can both play with those instead.	Aqilek hat min! Ez dizanim ku hûn dikarin çi bikim. Pêlîstokên Deyv pir ne biçûk in. Hûn dikarin bi wan bilîzin.	Hela na ecêbe! Ez zana şima şênê se bikerê. Kaykilê Deyvî do zaf qij nêbê. Şima her diyî şênê înan reyde kay bikerê.	Standard		Kurdish	MO	
I can keep dancing..I can..I can..	(helkehelk) Ez dansê bikim… dans… dans..	(nefesnefes) Ez eşkena dans bikera.. ez eşkena.. ez eşkena..	Standard		Kurdish	MO	
You really think so?	Tu wisa difikirî?	Ti raşta zî wina fikirîyenî?	Standard		Kurdish	MO	
I don t like this place. It has bigfeet, horrible howling AND no ice cream van! Can you read us home please?	Min ji vir hez nekir. Pêyên mezin û zûrîneka erjeng heye, best enîfiroş tune ye! Em vegerin mala xwe?	Ez nê cayî ra hes nêkena. Tîya de lingê girdî, zurayîşo tersnak est ê Û ereba qeşaşitî çin a! Ti eşkenî ma berê keyeyê ma?	Standard		Kurdish	MO	
Ohh. This is all rather frantic for me.	Wîîî. Bi ya min, ev tişt karê dînan e.	Wîî.. no kar seba mi karêko zaf zehmet o.	Standard		Kurdish	MO	
Zoot allors. I am undone!	Şansê xerab! Çû ji min!	Şanso xirab! Ez vîndî bîya!	Standard		Kurdish	MO	
I smell a rat...or a unicorn!	Bêhna mişkekî tê… yan jî yûnîkornekê!	Ez boya merreyêkî gêna... yan yê unicornî!	Standard		Kurdish	MO	
And it seems we are not the onlyone. The sweetest little pug dog just ran that way.	Lê wisa dixuye ku em ne bi tenê ne. Cewrikekê biçûk û pir şîrîn bi vî alîyî da bezî.	Û aseno ke ma bi tena nîyê. Yew kutiko pug o şîrin û qij reyna nê hetî ra remayo.	Standard		Kurdish	MO	
Keeping going is what dogs do!	Domandin karê segan e!	Dewamkerdişî karê kutikan o!	Standard		Kurdish	MO	
They re not giants Mr Kyoto.They re windmills, that use wind, to grind corn.	Ew ne hût in, Birêz Kîsot. Ew aşeba ne, ew bi bayê digerin û dexlê dihêrin.	Ê dew nîyê Rêz Kîşot. Ê arêyê vayî yê, ke bi vayî şuxulênê, seba ke genim bitehnê.	Standard		Kurdish	MO	
Yeti-nother excellent idea Pug.	Ev fikreka gelekî baş e, Pug.	No fikrêko zaf weş o, Pug.	Standard		Kurdish	MO	
...someone has been drawing in!?	…yekî nava pirtûkê xêz kirîye!?	...tede resim virazîyayo, înan ra hes kena!?	Standard		Kurdish	MO	
