ئێمداڵ ڕشتە فەریادەل بەردەڤامێ کرد ک تا قیلاییەل دیڤارەل سەنگی هەن چی.	then sent up cry upon cry that penetrated even those massive walls	then bestowed upon it a kick which could have emanated from no leg but a beadle's.
ئێمکە ڤاڵ سر زا سوڵتانە.	the great sperm whale now reigneth!	that the child is as surly as a dog.
چون ک دە ژیان ئەڤی نەڤەش چیەل فرەیێ بی ک ئڵاجەو و زەڵەدڕ بین و دە دەرین خوەی ئەڤی چیئێ ڤە کلیدۆز ئەژ ئاسا بی و دە چارەنڤیسی پێشیەتەل دەرددار کەم بین.	there was much in his life which was strange and terrible, in his character something outrageous, and in his fate not a little that was pathetic.	for there were many things in his life which were strange and terrible, and that very few of his sons were worth reporting.
چون هەنی ڤەخت هەس ک ئەژ بڕیار خوەی دیرەو بگرێ.	while there was yet time to rescind it.	because it is time he to rescind his resolution.
دکتر خوەش ناشت ڤەگەرد ئێجوورە پرسەلێ سەر ئەڵ بێ،	doctors disliked and hesitated to even trifle with them.	who was being revived by mediwizards with cups of potion.
ئەمانێ ڤاسا بەشم ک ئەژ هێڵ سور کل کردم.	I think I provided a very nice red herring, if I do say so myself.	though I confess I redirected.
یواش دە جایێ بەین یەکەم و دووم هەوش بی و دوو گەز و نیم مەساحەت گوم ئەڵنام.	gently set it down on the space between the first and second court, which was eight feet wide.	gently down to the first and secondary movements, and then to the forecastle deck, where two feet and a half.
دەی گیرەدارە ئەوڕەسوویی ک ئمیدی ڤە بەختەڤەری دەی تەفەڕجە بییەسە هیچ.	realizing that his dreams of a happy outing this day were fading into nothing.	where he evidently stuck to the hope of divine forgiveness.
خوازم بلاڕکم ک بیارێکەی ئەڵ جا.	I'm going to insist that he replace her.	I shall beg the barber to bring him here.
ئەڤی ئێچە ڤێ ئیسفا هووکارە بوویی.	had grown so used to it	she was now a regular child.
ئێمداڵەکێ ئەڤی دە تووی پەتووی پیچیایە.	she wrapped him in hot blankets	then, wrapped it in a rope,
پیای هەڤەسخوازێ ک پایڤەن ڤە هیچ بنەمای کردارییێ نیە.	a man with no other principle than transient caprice	a person of whom had no other principle than transient caprice
م دە کەنار ئێ سەرزەمینە پیادە کردن.	I was set on shore on this coast	I was set on shore on this coast
ئەمانێ خڕی.	but he restrained himself	but he's a running off
دەو دەمە چەوی ڤە ماڵفۆی کەفت و هناسەی دە سینە گیریا.	then he saw something to make his heart stand still.	leaping back he saw her pass out, and breaking through his breast
ئەژ شێرەل دڕەندە زەڵەی نەچوو.	let no lions daunt him	I don't think I should be afraid of losing him.
ڤەدڵقائمیەو ڤاسا بیاوبەسێ بنیمن.	there must indeed.	,and to play the mischief with thee, in a way
تەمام دڵقائم نەڤی ک ئێ ڤتە ناجوور نەڤوو.	not feeling fully certain that this remark was not in some way unorthodox.	I wasn't sure that that I couldn't.
ئێمە نەڤا ئەژ یەکتر جگا بووییمن ڤاسا پشت ئەڵ پشت یەک بیمن.	you and me must stick close, back to back like	we must not separate each other, and each one his own way
یا دەمشمارەی دە بانک ڕەهنی بنیە گرەو و شاڵێ ڤەری بنسینێ.	you pawn your watch to buy her a shawl.	to get my money in the bank, or else to come into the bank.
ک چوار خوڵەکی دە ژێر ئاو داخ و شەس سانییە یەژەی دە ژێر ئاو یەخ بی.	four of them in steaming hot water and sixty seconds under a stream of ice cold.	four minutes in the water and sixty seconds under the ice.
میشە لا دا.	shifting the rat	he drew aside the drapery
بەدگمۆنی م ڤە جا بییە.	the worst of my suspicions proved too true.	my certainty was broken.
ئەڤی دە ئژناسین سوارکارەل توانا فرە زیرەک بی.	he was adept at spotting a natural born rider.	he was admirably adapted to revive one's spirits
ڤاسا ئێ بابەتە ڤەت بەشم.	I have to say it	I must tell you.
ڤەختێ ک دیرم ئەژ سلوول دچم ئەودەر فرە بزەخەنە بە.	so give me a cheerful smile as I go out	I smiled when I'd got out of the cell with a little more speed.
بەڵکەم تەشێ هەم ک دە دەرین داشت ئێمکە ئێچە دیار بی ک کوور بییە و یا دە ژێر خوڵەمژ ئەوشاریایە.	on the contrary, now the fire seemed quenched in her, hidden somewhere far away.	but also, that he had a lazy apprehension of the great deep rising in his soul.
ئمیدڤارم ک بەردەڤام دەی کردارە بەردەڤام بوو.	I hope it continues to do so.	I hope it continues to do so.
دووارە تەرس سەردێ ئەڤی گرت ئەڵ خوەی.	fear pricked her again.	again she felt horrified at her own want of spirituality.
هێ یە ک ئەفتەو سەر ئەڵدا ئەژ جام هێز گرتم.	as soon as the sun rose I rose too.	I just took it out of the stubble as soon as I fell.
بەڵکەم ڤەو مدووکە نەتۆنسوویی خوەی بگرێ و یەتوویی دەی دەمەقاڵە.	but at having failed to control himself and being drawn into argument.	but also because he had not been able to understand himself and was suffering from it.
هامە گەردت ک ڤەز تایبەتێ پێش یەتیە.	I agree with you that this is a peculiar occasion	I told you that this was something special.
ڤە دڵۆڤانی و پیایۆنە گرتەی ڤە باوەش.	folding her gently and protectingly	she took him in a clinging, snuggling embrace and measured her stride to his.
ڤەتایبەت ڤتوویی دە ڤەز بیروونی ئەودەر عمارەت چیئێ نەگوەڕنن.	who positively ordered nothing to be altered outside	especially because her advice was that her time should not be changed outside it.
یاد گرتن زۆن ئەڤەیش ڤە بێ ماموستا و تەنیا ڤە دەسمەتی گرتن ئەژ فەرهەنگ کار فرە سەختێکە.	it's tough work fagging away at a language with no master but a lexicon.	it was difficult to keep it out of practice.
یەکێ دوو گل ڤە نشۆنەی دژایەتی کردن سەری محکەم تکۆن دا.	once or twice shook his head in strong dissent.	once or twice shook his head by way of disapprobation.
ک ئێچە ک دیارە چییەسەی منەی.	who was evidently looking for her	which I consider quite beneath me.
یواش نوازش کرد.	stroking me gently	stroking me gently with her.
ڤەختێ ڤە سایەبۆن خوەیۆن گل ئەورد.	now he returned to the umbrellas.	when he blushed at his own shadow
ڤاسا فکر بکەرم دعا بکەرم.	I must think pray.	I must think pray.
ئەگەر ڤەر ئەژ یە شرووڤە دام ئەو سەندقە نە ڕاسی ئتاق خوو و ڕاحەتێ بی ک سە گەز و نیم پەنایی داشت.	which as I have already described, was a very convenient closet, of twelve feet wide.	if I meant ever that, the upper infinity box would be a relief to me to do both exceedingly well.
تا دشمن شناسایی بکەرێ.	to recognize the enemy.	to recognize the enemy.
ڤەر ئەژ یە ک قسەیێ بکەرم فکر کرد ک جوورێ کاتژمێرم ک یەکێ ئەژ سەنعەتکارەل ئبداع کردیە.	before I began to speak, conceived I might be a piece of clock work contrived by some ingenious artist.	thought, trying to speak, that I'd lost a dull clock.
بوەخشی ک ئێچە فکرێ کردم.	I'm sorry I entertained the thought.	I'm sorry I thought that.
دەو دەمە ڤە شێڤاز ئەنستیتۆی نەڕاسی سووددەر و خوویێ درەت.	became in time a truly useful and noble institution.	it has been a thorough paced little evanescent partiality.
هەم دنیا ڤینێ ک عەقڵ ڤە سەر تو فرەتر ئەژ هەڤەس دەسەڵات دیرێ.	the world shall see that with thee reason has more influence than passion.	the world shall see that with thee reason has more influence than passion.
ئەمانێ دەبارەی یە ک هەدەی بەین مەزگەل ڕێبەرەل حزبەل ئەژ بوار کەمیەت و کەیفیەت جیاڤازی بوو.	as to the difference of brains, in quantity or quality, among those who are directors in faction	but also there was a difference between them and the whole surveying camp, in religion and politics.
ئێڤە ئەر زۆنیاریێ دیرن ڤە م بەشن ک م ڤە ئەڤی بەشم.	enlighten me, and I will then communicate my information to her.	if you're hard up
دە نەو قسەی پەریم و ڤتم	I chipped in and said	I will'but he said.
نەڕاسی نێڤوو ک ئێ ڤەشەی ئاخر و شدەتەی شرووڤە کرد ک ڤەگەرد ئەو ڤەشە ئەژ دەمی درەورد.	it is really impossible to express how he twisted this ejaculation out of himself	indeed it must be confessed, that he hated him and all his party
ئەژ پەنجەرە کەفتەو نەو و ئەگەرد یەتن م ئایینەی دیڤاری گەپە ئشکەن.	flew in from the street as I entered, and broke one of the large mirrors set in the wall.	she broke out of the window and broke the hinges with a brick
تەنیا ڤەختمۆن کوشیا.	only it's wasting time.	I just killed myself.
لیلی ڤت بزۆن هەر چیئێ دوو پێش بێ.	anything might happen, she felt.	he had undertaken to ask him what was the matter
ئەر تەڵسم بییە دخوەس بووای ساحر تن جوور باڵگرتن مەل گلی ددا ئەڵ جاکەی خوەی.	if he attempted to escape would bring him back flying.	if he attempted to escape would leave him to hide himself in his magnificent presence.
