Senî ke ma tirkî badê cû musayî nika zî qicê ma ziwanê dadîyê xo dima musenî.	Just as we learned Turkish later, now our children learn their mother tongue later	as if he had been the judge in the district court.
Her di hetan ra bi sehezaran însanî merdî.	Hundreds of thousands of people died from both sides	he was surrounded by thousands of people.
Waştişan rê cewab nêno dayene.	The requests will not be answered	the villagers will not be allowed to return.
Vengê ey zî weş bi.	His voice was nice as well	I love the sound of it too.
La ewro bê waştişê ma bimbarekanê ma ser o projeyan virazenê.	But today they conduct projects on our sanctuaries without our permission	but today the children are unwilling to go on with their projects.
Mi nê nameyî ra hes nêkerdêne.	I was not liking that name	I don't like letters.
nêşîyêno bifikirîyo.	He can't think	I can't think.
Ma nêwazenê warê xo biteriknê.	We don't want to leave our area	you needn't panic.
Berê qedexeyî.	Forbidden doors	the front door.
A şewi ma uja di mendî.	That night we stayed there	I thought of him last night.
Nuştiş de hewce yo ke ti wendoxan rê çîyanê weşan û taybetan qisey bikerî.	It is necessary that you tell the readers nice and special things when you write	it is imperative that you make inquiries about particulars and publications.
Persê mi qedîyay.	My questions ended	I've had enough of it.
Nika zî dore ameya enê cayan.	Now, it is the other places' turn	the marriage took place on the same spot.
Derdormeyê keyeyî de kes nêasêne.	One could see nobody around the house	There will be no sleeping in the nursery.
O wext bîle mi zaf raşt û fehmkerde nuşto.	Even then I wrote very rightly and comprehensibly	I thought it would be helpful and constructive in the meantime.
Gereka yew televîzyon bibo.	There has to be a television	I wish there was a TV.
Kalikanê ma no ziwan seserran ra nat bi zehmetî ardo resnayo ma.	For centuries, our forefathers have transmitted this language to us with difficulty	I could scarcely breathe the sound of our trumpet.
Çimke weşîya xo ebe tirkî ramenê.	Because they live their lives in Turkish	a magnificent reminder of the importance of turkey.
Bi nê ambargoyî şar yeno cezakerdene.	The people are punished with this embargo	punished by the death penalty.
Tesîrê kamcîn nuştoxî yan zî kamcîn nuştoxan to ser o esto?	Which author or authors have influenced you?	Do you have the least amount of exposure, or the least amount of exposure?
Uslubê ci de qet tehmê kirmanckî çin o.	There is no taste of Zazaki in his style	the style is no longer strictly masculine.
Nêeşkeno derbasê weverê awe bibo.	He cannot reach the other side of the water	they can't get past the front door.
Labelê nê perwerdekerdişî hunerî reyde keno.	However, he does this educating in combination with art	labeled an art teacher.
Vateyo bîn gore zî inî defterî amey nimitiş.	According to another account, these notebooks were hidden	I mean, it's in the books anyway.
Hema zî no problem hal nêbîyo.	The problem has not been solved yet	that still wasn't the case.
Nuştox derheqê gramerî ra zî zelal û beşekar o.	The author is clear and competent concerning the grammar	his grammar thesis is grim and helpful.
Dewleta tirke û cergê ci zor danê ke kênayê efrînijî bizewijê.	The Turkish state and its goons	the state and the people forced him to marry an euphrosyne.
Her çî zanayne.	Everything was known	they know everything.
Bi desan leşkerê tirkî û cergî merdî.	Tens of Turkish soldiers and goons died	with the help of a paratrooper and a mule.
Yanî gere ma zonê xo ra wayîr bivejîme.	Either we take care of our language	that is, to get out of our own land.
Vayî bî la halê mi zî hal nêbi.	It was expensive, but our situation was not alright	I'm not going to be okay.
Ame vatene ke zafînê îna dû ra jehrî kewtî.	It was said that most of them were poisoned by smoke	as if the water had been poisoned.
La ancî zî her serre newe ra eynî çî servîs kenê.	However, every year they serve the same thing	but they serve the same kind of food on a regular basis.
Dewe û bajar ferq nêkeno.	It doesn't matter whether village or city	there is no difference between home and town.
Zafê yîne malbatî û pîrekî bî.	Most of them were family or old	it was all about family and friends.
Sebre kî veyva xo ra vana.	Sebre tells that to her daughter-in-law	wait till you hear from him.
Ez hêvî keno ke kirdkî bibo dara mazîyere û bi henzar serrî emr bikero.	I hope that Kurdish will become a	I hoped the kid would grow into a tree and starve at the top of his head.
Feqet êdî baş zanê ke no mumkin nîyo.	However, now they know well that this is not possible	I don't think it's fair to say that it's impossible.
Ziwan erjo verên ê komelî yo.	Language is the first value of society	the sun is shining brightly on the horizon.
Çîyo muhîm o yo ke merdim hedefê xwu bizano.	The important thing is that one knows his goal	I think it's important to know your purpose.
Tarîxî nê veng û rengî kurdan rê kerdê dîyarî.	History has gifted the Kurds with this colorfulness / diversity	the blackness of the sun and the paleness of the countryside showed them the way.
La nika mi rê ecêb nîno!	Now, I don't find it strange anymore	I don't think so!
Ez henî fikirîyeno.	That's what I think	I'm still thinking about it.
Homa zî înan ra razî bo.	May God bless them	they'll all be satisfied.
Wezîfeyê ma pawitişê kulturê kurdan o.	Our duty is to preserve the Kurdish culture	Our mission is to raise awareness of Kurdish culture.
Zafê înan keynayî daybî yewbînan.	Many of them gave their daughters into marriage to eachother	many of whom had died young.
Malzemeyê pakîye nêdîyenê înan.	They were not given any cleaning material	they have no clean materials.
Têkoşîn ma rê mîras mend.	The struggle was bestowed upon us	I inherited the property.
Ma wina dest pêbikin.	Let us start like that	Let's get started.
Ganî to her çî ra îstîfade bikerdêne.	You should have made use of everything	you must verify everything.
Ê ke welat ra nêkewnê dûrî qedr û qîymetê welatî û kulturî nêzanê.	Those who don't leave the homeland, don't know the value of the homeland and culture	who have no distant knowledge of the value or culture of the country
Ganî kesêk/e vera nê kerdişê bêexlaqî bêveng nêmano.	One must not remain silent in face of such immoral doings	it is impossible to remain silent in the course of immorality.
YPJyî bi serran rûmetê cinîyan û komelî pawit.	For years, the YPJ has protected women's and society's honor	the YPJ paid homage to the gangs and demons.
Bi nê qanûnî tecawuzkaranê qican serbest vera danê.	With this law, they are releasing child rapists	by law the perpetrators of this atrocity should be allowed to go their ways.
La mîyan ra nêvejîno.	But does not come out of it	but it didn't work out that way.
Ma zî dişmenîya înan seyr kenê.	And we watch their enmity	we look at their faces.
Hêzê serdestî raştîye nimnenê.	The ruling forces hide the truth	appointed by the sovereign.
Mi no zîhnîyet ra zaf zerar dîyo.	I have suffered a lot of damage from this mentality	I was so overwhelmed at this unexpected circumstance.
Zereyê qula morceleyan tim pirrî simer o.	The ant's hole is always full with straw	The smell of mustard seed extracts a good deal of trace.
Her çî ra zerrî ra hes bike.	Love everything from heart	to enjoy the golden season.
Kilawa serê sereyê ey de çinê bî.	He didn't have a hat on his head	the bulwarks were at his head.
Derheqê ardişê heran de embazê ma ha xebitênê.	My friends are currently working on bringin in donkeys	I've been working on the recipe for the last couple of years.
Derdê ke nêantîbî nêmendîbî.	There was nothing he/she had not suffered	where it was impossible not to stay.
Yanî derdê nuştoxî wa o nêbo ke sey nuştox xo bido şinasnayîş.	I.e., the author should not preoccupy himself with being known as an author	that is to say, not to be overwhelmed by the familiarity of the subject at hand.
