مرا وای دا هیچ چی کو خَوَر نِدارْع	pretending that she did not know the truth.	being admitted, confirmed all that had passed from my arrival at her father's house.
از همیشَه شْمَه لوئان گوش آکَرْم	but I'll always listen to your ideas.	I'll always risk whatever could happen
ویمار اَی کو راضی نیا.	as the patient was dissatisfied with him.	but I will no
دَفَرسْشَه کْ دریا کو سر و کله شورتِه چِه مْفَتَه یا نِه	she asked if sea baths would do her any good	then asked me, whether the sea will look up or cross.
اما چِه مَندهِ کو ناراحتا	but she felt ill at ease with her.	but I did not come to impatiently with his mother.
ام قراری کو هر چي اِسا خَراوا	one was dismantled from top to bottom!	we are going to need everything to be gullible.
هَلا خَیلی چییِِن نامَلومینا	much was still hidden by the shadows.	still plenty of things seemed to know.
ایساس آرامشی دیلَه غرقا	she let herself be saturated with a soft feeling of relaxation.	he had a sudden desperate yearning to get off with her.
اینگار کو درد فَقَ چه شْنا	as if it had been her own.	as if the fabric of existence had been torn briskly in two.
دْ گْلَه مِردَک بَروَشتینَه سْرا و کالْسکَه اَیْشون آدوئَه	the gentlemen jumped out, and the equipage was delivered to his care.	the palace security troops needed extensive further training and a crash course, at that
سَی کَردْشَه اَی پا سر بْدارْع	tried to stand him on it	was easily accounted for as belonging to the sense of haste
ایلَه سيیا کَنَه رَسميیَه قَبایی دَریشا و هَمَه گْلَه نی میزی دایْری نْشتینا	was wearing a very old and rather moldy looking tailcoat.	slid sideways on his rain drenched broom and stopped beside the desk.
مْ اشتن بیدون معلیم آموتَه	I taught myself.	from the consequent presence there of an indefinite, conditional
اوری فَقَ خام خْشال بْبوم و بس.	to day I mean to be perfectly happy.	I should be glad to have had a cup of tea with me around the corner.
اَی کو نی مطمئن بْبَه کو از یقین دارْم ذوقینَه ایطاعت کَرْه	I will answer for him, count	to make sure he was in the habit of opposing to herself.
کوری مونی کو چه گوش تْری بْبی	like a blind man whose hearing becomes more acute.	seemed to starve at his ear.
هر چند تردید کو نِداری هیچ مطمئین نی اِستا	though he not only doubted but felt almost certain	though no doubt he ordinarily had his station.
شْمَه ام بیست ماه زْنْدْگی مْرا روشونا	your whole life during the past twenty months lies within my knowledge.	you have made a fine fuss with me for twenty months.
اما کارِ هَمَه گْلَه اشتَرا اَنجوم بینَه	but it all got done as if of its own accord.	but by so doing, you run no small risk of being eternally stove and sunk by him.
فقط هَه ایلَه کو تازَه چاردَه سالًه بَه	only one, who had just turned fourteen	but the only thing which he had just come to know was four years old.
قَبْلْش نی شْمَه نَه واتَما کْ از نِشام ویر شْمَه بْوينْم	I have told you that I cannot receive you myself very often	I was saying that I couldn't think of you before.
ولی چْمْه دَس و پا چَکَه	or we shall go breaking our necks	but my hand and arms frozen to his feet.
هَنی عَجبیَه ایتیفاقی دَلَکَه مْ نی خَوَر بْدیيَن	I still want to hear about anything odd.	I was still surprised that he had reappeared.
از بیلْکَه تَکی نْشْتیما	I was sitting on the grass bank	I never seemed to get the chance.
چِه دیلی دَس وَردِه را اَی قایْل دوئَشا کو تْ بَرْم	he determined to pledge his word to her to become her husband	handing her the signal that everything was fine
نِکی اشْتْ یِن و خْردْخالی ویرْر بَرشو	don't forget me and your children.	that he had been almost dozing off, lost in the heat and his thoughts.
اما برخلاف عْشْتْ چَوون ویندِه کو خْشحال آبوم	I assure you I shall be happy to see hiM	but on the contrary, she saw himself cheerfully.
امیدَواریمَه دْرْسَه درمونَه جیگایی مرا تلَفْتَر بْبو.	I hope you found me a nice pub	I hoped he would be better off in the future.
از چه مدیونیمَه ویشتر ئَه چیی کو جبران کرده بْشام	I owe her more than I can ever repay.	I owed my debts more than ever I wanted to pay.
زمینی نْشتَه و اشتن لینگون دَس آگِتيشَه	he sitting on the ground, with his feet in his hands.	sitting in the ground, his hand clenched on his foot.
تختی ایشارَه کًرْدْمَه اما هَدَه خَلا چِه سر پِِريیا دِ نْشْتِه جا نيیا	I gesture to the bed, but it's covered with clothes.	I gestured for her, but she righted herself before it was bedtime.
اشتن پیادَه شهری ميني نَه شَه	went on foot through the town.	went off the sidewalk into the gutter, and sat down hard.
از حاضِریمَه چِه خْشبَختي را هر کاری بْكَرْم.	I would do anything for his happiness!	I'd ready to do anything to risk his contempt.
اْم احوالینَه ام کاری نِبو کرده	he rejoined with a sigh, after a short pause.	I wondered if he didn't do that.
چه كْنشْكار واقیَن آدمی گینی	but his his behavior is reprehensible.	you begin to say really witty things.
حتی اَ وقتونی کو خْردَنیما	ever since I was a child.	even when I was not.
موهیم نیا کْ اشت پْ و ما چْتَینَه	no matter what your parents were like.	I don't care what it's interrupting.
چاکه ‌گاری بْدارْم و چْمْ لوئَه تمون آکَرْم	I guess I'd better stop right here till I've finished.	I've got a good carriage to run, and I want to the end of my story.
هَمَه گْلَه اَی کو دْشبِندی دَوَشتینَه	people turned away from him as from a common enemy.	beat the quarter all that night.
چون کْ چِه میجاسی حالی کو دَفَرْسْشونَه	they asked him after his health	because they flew into the passage crying for help.
مَگَه اْْمْ کْ اشْتْ زمینی مَرزی کو آرَسَه بْبی و خَیلی واجيبَ ایتیياج بْه ام کار بْداری	until you stand once more on the borders of your land, and dire need is on you.	unless on the ground, or else, you will be able to do a great amount of energy and effort.
فَمْشونَه کْ پی واقیيَتی را فیکر بْکَرْن	they found they must talk of the actual.	then gently thought that you were really going to think for the truth.
با اْْم کْ دْرازَه روزی پا سر مَندیما	though I had been on foot all day	I was gonna go tom cattin''an' here I ain't had time to do none of them things.
بعد غْرصَه نَه هاکو دَوْیَرْدَه و جمعیتی دِلَه کو اَوی آبَه	stormed off across the dance floor, disappearing into the crowd.	then he sank back in a swoon.
ام الفَ حروفون ويرْم بمونْه	that's a thing to remember, that letter _a_	I remembered my fishing rod and the smell of sainfoin
سه هفتَه اشت دایْری گیج بَری	then turn around three times	in about three weeks it will be quite confused.
