امی را کو دِ ِنخای شَوونَه کیله بْوینی تصمیمش گِتَه کو اْشتَت وطنی کو بْشو	in order to escape from her, he determined to quit the country	He decided to leave his homeland in pursuit of his dream.
اصلا اشتن وضعی کو ناراضی نییا	her mind had no distaste for her own set	He's not happy with his situation at all.
کلایدی اْشتَن قایلی ویر بَرشَه	the obligation faded.	Clyde remembered his father.
وا نی اَمون نِدوعَه و دو و دوشابی یَندی دوشَه	I never see the wind blow so.	It won't hurt us and it'll hurt you and it'll hurt you.
اما شازادَه اَی کو نار دَبَه	but the old prince interrupted him.	But the prince didn't care.
تندَ رگی خونِ ایدَفَعی آپَرکییَه	turned into a rout because of a devastating downpour.	Suddenly there was a sudden explosion of blood.
ها چیمی سَرَفا دَپَرچین آپَرچین کَردمَه که چمه درزَه کلَاس بْبو.	arranged it for the future schoolroom.	I've been looking for something to make my eyes shine.
از کشیشیمه و پی هرچی بدگْمونی کو برزیمه بْبوم	I am a priest and therefore I ought to be above suspicion	I'm a preacher, and I'm out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight, out of sight.
هَلا هری نَه شیش گْلَه پیلَه فاصیلَه داری	still lying on the staircase six steps below him.	There's still no more than six bottles left.
سه دَقَه تمون اسبی حرکتی زْت آبا دییِسی	watched the horse's action for the space of three minutes	In three minutes, you'll see a moving horse.
ولی فْکْر کَردْمَه غم و غْرصَه چیزییَه کو هر کسی دس دَه	but I thought grief was something you felt anyway.	But I thought that sadness was something that everyone could touch.
پیلَکونی کو پِرشَه تا راهرو کو آرَسَه به بَری	went up the staircase to a door in a corridor.	He climbed the stairs leading to the entrance.
هر چن کْ هده زحمت مْزی نِداری	though with but small success for their pains.	It doesn't hurt anyway.
در نتیجَه وکیلی گِتشَه تا اَوون یَندی کو سیفا آکره.	but sent an intermediary to arrange the terms of the separation	As a result, a lawyer is called to arrange for them to meet.
چیمی بَه نار اْندَچی نِپیما کو تاو دَلَکیم.	for I have never had such need of haste before.	It's like we're in a hurry to get to the bottom of the ocean.
فْرمونی کو چِه شو اَی دوعَه	at the orders her husband left her	She remembered him praying.
کنجکاوی و دَقَتینَه، عجیبَ زمینی ک بَلَکِما چه دایر و کناری دییِشتْمَه	look around me with some interest on the strange land that I was in.	Curiously, I saw the strange landscape around us.
پِشتی نه سْنگَه کوئَه سری خْتَه	lay down on his back on the heap of stones.	He's lying on the back of a rope.
قرار نییا هَنی اَی بْوینیم.	I was never supposed to see him again!	We're not supposed to see him again.
انگار مجبورینا بَهَرزین اَع اشتَن لوعَه بکَره.	as if they were forced to let him say it.	It's like he's been forced to scream like this.
اْمَه کو از تْلیمَه شومَه کَه را.	that is why I hastened to you.	I'm running out of steam.
نِخام دِ ام موضوع بارَه لوعَه بْکَرْم	I don't wanta talk about it no more,	I don't want to talk about it anymore.
پی تْ هشدار بدَم ام اتاقی کو نی پیللَه تَرَه.	I should warn youit's bigger than this room.	I warn you that this room must be too crowded for you.
اْشْتَرا و اْشتَن خْردون را دکتر گِتَشا	for herself and the children she employed a physician.	She and her son went to the doctor.
دا جایی کو بی موفق بِه پیله مقاماتون میزی آمادَه آکر	she did everything possible to keep the places at the table of honor in order	So that he may succeed in arranging tables for the high officials.
اشتن ما نَسَ وجودی جبران بکر	a recompense to you for his mother!	Our efforts were not compensated for.
اسبی نْخْتَه پِکَردْشَه شَه رْواری را	spurred his horse and galloped into the river.	He pulled the horse off the road.
من نی چْمْ چْپْع چْپْع ایدامَه دوعَه.	I still humming my little tune.	I'm not going to stop praying right away.
چن پَلَه یَخْش دَسمالی دِلَه دَکَردَه و چه سری پِنوشَه	ice cubes on her head	He's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet and he's wearing a red bracelet.
دَکَشْشَه و اَی کو اْشتَن زوئَه عَسکی بَرونتِه را ایستْفادَه کردْشَه	she used it to push out her son's photograph.	He jumped and used the brass that was in his pocket.
تْ اْشتْ وَر دِ فیکر کردا کو روکَه جنگی مْنَه بْکَریش	you reckoned on a bickering!	You've been thinking about putting him on the front lines.
دْلَه سونینَه ایلَه اتاق نی مْن آدَن.	I should be given a small room as a favor	They put him in the middle of the room.
اسلَحَه و گوللَه کو بهتر آزونْم	than either a bullet or a knife.	I know better guns and ammunition.
هر کس کْ ایی دَفَه شوهْرَتی طَمی چَشَش بْبو	once you've had that first taste	He who has once been betrothed must have his eyes fixed upon it.
یا سَی بْکَر اَ حال و هوا دیلَه کو یَکی دْ ساعتی بْخسْه	or trying to snatch an hour or so of sleep	Or try to sleep in that weather for an hour or two.
مْرا چه مونی هیچ ایتفاقی دَلَکَه نییا.	just as if nothing had happened.	There's nothing wrong with me.
ام کارینَه بیجَه تی چه پوس و خَلا پِزِرَه.	tearing both skin and clothes to some extent in the effort.	I'll tell you what's wrong with you.
چم سرنیویس اْمَه کو ام درازَه روزی جان بْدَم و سختی بْکَشْم	I shall have to toil and moil all my days	I'm going to write a column where I'm going to die one day and I'm going to die.
ایی آدمی دَس دَرییَه کو تازَه شروع کردَشَه و حاضْرَه مَلْکَموت چه جانی ویگِرْه ک تا دْوارَه بی عاری بْکَرْه	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	He's got a human hand that's only just gotten used to it, and he's willing to take your life and expose it again.
بَد نی سَی کَردَشا بقیَه ناری بیگِره کو کیکی مَهَرن.	as earnestly tried to prevent any body's eating it.	Unfortunately, you don't have to take the rest and put the cake in the oven.
تا وختی چَوون چِمی ایسبینَه بَرومَه نییَه از مشکلی نِدارْم	I'm not really in trouble until I see the whites of their eyes.	I'll be all right as long as I don't take my eyes off the spinach.
از اینتْظار نِداریم کو اشتَن بْبیم	I hadn't expected to be myself.	I didn't expect to see him anywhere.
هر چند کو هَش سال ویشتَه نِداری	for, although she was only eight years old	Even though he wasn't more than eight.
پی اول ْببون چون کْ سْردْ ویشتر از ایی نفری بَرشِه را راه ِنداری	both of them could not be first, for the ladder would but admit one man at a time.	First of all, because it's colder than anyone else's hair.
هیچی جز خاش ها نوعَه نییا	naught was there but bones.	It's nothing but a joke.
میزی دایرو وَری دییِشتِه ایی کردمَه.	I look helplessly around the table.	I looked at the round table.
زمونی کو ها کو سَخت آبَه.	not even the length of time he had been imprisoned	It's hard to remember where.
اَی دَکَشْشَه کَه را.	dragged him to the house.	He pulled her out of the room.
شومَه اولین نفری بَه کو ای کو خوَردار بَه.	you'll be the first to know.	I'm going to be the first to go to the bathroom.
شومَه نَه واتْمه اَز دِ کشیش نیمَه	I told you I ain't no preacher	I told him I wasn't a priest.
فْک کَرم چْمْه مین نَه اَنگیشْتَه کو روکَه تِی دراز تَرا.	seemed to be somewhat longer than my middle finger.	I think he put his finger on your forehead to stretch your forehead.
هَر چن کو هش سال ویشتَه سْن نداری	because he hopes to be forgiven	You're no more than sixty-six.
ناباوَرینَه چمه کَلَه ویللا دومَه.	I shook my head in disbelief.	Unbelievably, my eyes fell on the villa.
اْم چییِن باعیث نِبون همَه چی ویرْم برشو و تْ بْبخشم	I still think you were hateful that night and I never expect to forgive you.	It won't make me forget everything and I'll forgive you.
چِه دیل جدوَلَه حلَه کری را تنگ آبا	he missed doing the crossword.	His heart was trembling with tears.
ها کو اَی چال کره تا چَوون سَس ویمِرْه	they'll bury him right there.	where he tried to hide his tears.
