Xora ma ameyox de netîceya naye holêr vînenê.	We see the result of that better in the future	We've seen the opposite girl before.
Naye mi rê va meşte dehîrê bê ez to rê kena hadire.	Then he/she said to me, come tomorrow early afernoon, I will prepare it for you	That's why I advised you to come and have a baby.
Hem qismê kafeterya de hem qismê xane de odayê ke sey cayê nimajî abirnîyayê zî estê.	Both in the cafeteria and the house there are rooms that have been cut of for prayer	There's a big enough room in that quiet, sunny part of.
Eyro zaf rojêda teng a.	Today is a very bad day	Today is a very narrow day.
Çimanê xo rind ake!	Open your eyes wide!	He has beautiful eyes!
Misafirey de çend rocî mend.	Stayed a couple of days as a guest	It's been a few days in the library.
Mi waşt ez çend nimûneyan nîşan bidî.	I wanted to show some examples	I wanted to show you all the secrets.
Rastîya rastî do dima bivejîyo orte.	The real truth will emerge later	The truth is, you'll know the truth.
Soranî zanayê.	Knew Sorani	He knows the financial secrets.
La birayê min ê pîlî nêverda ez zobîna şorî.	But my older brother did not allow me to go elsewhere	But my brother, Grandma, didn't let me go on a date.
No çi lêl o?	What dawn is this?	What's the use of that wig?
No fikrê kamî bi?	Whose idea was that?	Who was that idea?
Bi mentiqê tirkî kurdkî nusenê yan zî qisey kenê.	They write or speak Kurdish with Turkish logic	They're talking and arguing with the people.
Mekteb nêşîbî.	Didn't go to school	It wasn't a raw, empty song.
Çimkî hinî hedefê înan nêmanenê.	Because they don't have any goals left	That people may not be hindered from His decree, which is worthy of praise.
Heta ke sîstemo kapîtalîst bibo do janî zî bibê.	As long as the capitalist system exists, pain will also exist	Even if the Cult case is in the water, it will be in the palm of your hand.
Salona merkezê kulturî yê beledîye bibî pir.	The municipality center's hall had been full	The flower room was full of dense tobacco smoke.
Nika zî rojdemê înan de qanûnê îstîsmarî esto.	Now that have an abusive law on their agenda	Now there's a red-faced diary in their diary.
Alfabeya erebkî bi xo nêverdena standardîzasyon virazîyo.	The Arabic alphabet itself does not allow creating any standardization	That's why he doesn't make a note.
No îqtîdar darbeker û xespker o.	This government is putchist and usurping	This is a tree-shaped and quick-working machine.
Cîneke sereyê xwu zî şuwena.	The woman also washes her head	That's where the house breaks, especially among the men.
Bineyke tirkî û kirdaskî zano.	He knows a bit Turkish and Kurmanji	It's a black and white photograph taken by an amateur photographer of all the recent events.
Ma kî kerdêne.	And we were doing it	It was a hiding place.
Malim zere ra nêvejîno.	The teacher does not come out	we are not to be led into any scene.
Semedê holî û weşîye qalî kerdêne.	They talked for the good and wellbeing of it	He spoke for himself with a very clear and kind tongue.
Mi mîmarîya banî kerde.	I was an architect for the building	I'm a bit of a jerk.
Endêk zaf veng ameyni ki vengî nîyameyni [hû]maritiş.	At the end, there was so much noise coming that one could not distinguish the voices	They made a lot of noise.
Zaf tay merdimî kitabanê kurdkîyan gênê.	Very few people get Kurdish books	A lot of people are looking for books.
Ma mektebe de tirkî musayîme.	We learned Turkish in school	we have learnt in the kitchen a good lesson.
Na lehçe tewr zêde ameyêne qisey kerdene.	This dialect was being spoken the most	This is the greatest heap of words.
Bi taybetîye her çekuya ke înan nusnaya wanena.	Especially, I read every word that they have written	Especially every word that they read.
Tede hewt-heşt besteyê mi estê.	In it, there are eight to seven compositions of mine	I have seven or eight drops of it.
Nika hol a.	Now, it is good	Now he's better.
Îlyas şino.	Ilyas goes	They're going to leave.
Her hewte tewr tay ma dersêk viraştêne.	We were giving lessons at least once a week	We're going to make a lesson every week.
Hîna zaf sey warê pêxamberan namdar o.	Mostly, it is know as the prophets' place	It's more popular than the names of conquests.
Koyan de keyeyê ma ra gerîlayî estbî.	In the mountains, there were guerillas from our family	where we have kept the house shut
Ancî her ca de mektebî abîyê.	At last, schools opened up everywhere	It's like every part of the body is covered in water.
Feqîrê mi se bikerê?	What shall our poor people do?	What will you do with my coat?
Seba serkewtişê nê prosesî no esas o.	This is essential in the success of this process	that is the very convalescence of the process.
To hertim o çerexnayênê.	You always walked him around	you'll always turn it over.
Ê bînî şeş aşmî zî benî.	The others may take six months	The other six are also spiders.
Emser sey çapê çarin weşanîyeno.	This year, it comes out in its fourth edition	It's going to be a good four-printing book.
Çîyo winasên sînema de zaf çin o.	Something like that does not exist in cinema that often	There's nothing in that dumpster.
Kuwayîşê estorî yeno manaya hepsbîyayîşî.	Hitting the horse means going to jail	The pursuit of the horsemen means laughing.
Beno vîndî şono.	It becomes lost and gone	Maybe we're out of sight.
Çimê ci bibî şaşî.	His looked cross-eyed	his eyes filling with wonder
Bi hezaran merdimî bi barbarî ameyî qetilkerdene.	Thousands of people were killed barbarically	Thousands of people were thrown into the water with equal inevitability.
Onca kî no kar karêde grîng û muhîm o.	Nevertheless, this work is important and significant	That's when you asked for a job that's as big and very important.
Dejê çimî biney nişt.	The pain of the eye settled down a bit	He looked at her very carefully.
Wazenê peyê nê dêsan de çi binimnê?	What do they want to hide behind these walls?	what they want to hide in those bones?
Kolaj nika her cayê dinya de esto.	The collage is now everywhere in the world	It's like everything in the world.
Nika ma qesey kenîme hama tim qesey nêkenîme.	We are talking currently, but we do not talk all the time	We will now speak to you, but you will not be able to speak.
Ma wazenê wa her kes xo berpirsîyar bivîno.	We want everybody to feel responsible	We want everyone to know about our situation.
Nameyê lacê qizî kî hetê ma ra namdar jû mêrik bî.	The younger son had the name of a man who was known at us	The name of the bearer of the lips was a manly word in the direction of Our Lady of Sorrows.
Hînî a zî wazena tewra înan biba.	She still wants to join them, too	Again, he wants to be their judge.
Serdar debarîya xo bi karê anîmatorîye keno.	Serdard makes a living as an animator	The Cult case also works at anymoment.
Ina şewi z’ ma pîya şêrî.	We shall go together that night	That's why we went there at night.
Resimê kitabî zî yew resamê pisporî viraştê.	A master painter created the picture of the book	They also drew a brief picture of a cat with a landscape.
Cansenik bî.	He/She was kindhearted	It was a chance.
Mi ra şermaya herhal.	Seemed ashamed of me	He doesn't want to fight me.
Uca vindeno.	Stays there	It'll be over.
Ti şîîran xemelnena misra bi misra.	You adorn peoms verse by verse	You're the one who sang a song of pride and pride.
Çi semed ra şîretanê winasîyan ro şarê xo kenê?	For what reason do they give such advice to their people?	What are the stars looking for?
Ez wazena biba cîranê şima.	I want to become your neighbor	I want to be your wife.
Dêreyêko zaf kehen û manastirêk uca bîy.	A very old church and a monastry were there	There was a very old world, and that's what meant.
Zaf verên o.	The very first	It's been a long time.
Bermayîş çi weş o hermeyê to de.	How nice it is to cry on your arm	What a good thing to wear on your coat.
Înan ra vatênê eskerî mîlîsî.	They called them military militia	They say it's really nice to honor and have a lot of fun.
Ma qey ci rê serd bî?	Why was he cold?	Is it cold?
Hêdî-hêdî xo resna verê dêsî.	He/She/They reached the wall slowly	He slowly reached the top of his voice.
Nê madeyê tehlukeyinî kewenê mîyanê herre û awe.	This dangerous materials go into the water and the earth	It's the dangerous drug that comes with a lot of blood and water.
Yanî ziwanê ey naylono viraşte nîyo.	So, his language is not artificial and fake	I mean, his tongue didn't make that much of a note.
Ez do se kera?	What should I do?	What will I do?
Na serbestî serbestîya mergî ya.	This is the freedom of death	This is freedom of the monkey.
Hetanî nika ma gelêk zî kitabî weşanayê.	We have also published many books until now	so now we are bound to enjoy a more fulfilling book.
No seba huqûqnasanê kurdan destpêkerdiş o.	For Kurdish lawyers, this is a beginning	that's what the committee for the start of the school year.
Paşa êno vîneno.	The pasha sees this	He noticed them at the foot of the hill.
Porê xo yo derg û sîya bîbî vila.	His/her long and dark hair spread out	I saw my reflection glimmer in his dark, long, shallow eyes.
Ez xwura bêkar a.	I am unemployed anyway	I'm not nervous
Hona jî ma pîya hevaltîne kenîme.	Our friendship is still going	We're sleeping together.
Ez to de nîno.	I won't come with you	I'm not in your shoes.
Ez itîya vinden.	I stay here	I'm takin' up this here.
La merdim bawer nêkeno ke yahûdî bibê kurd.	But one does not belive that Jews become Kurds	But people didn't believe that the Yahoos were cured.
