en_sentence	fa_sentence	translation	variety (Western Gilaki|Eastern Gilaki)	county	orthography	translator	5420
all because our bill's mounting up the whole time.	واسه این که صورتحساب ما هر روز بالا بلندتر می شه.	اینٚ واسي گه أمي قبض هر رۊج جؤرتٚر شؤدره	Eastern Gilaki	Lahijan	Vrg	AS	
I had no intention, in the words I used, to claim it yet.	از آنچه گفتم اصلا غرضم این نبود که مدعی آن بشوم.	اۊ چي‌گه‌ بؤتٚم جي مي أمأج گٚب‌دأري نبۊ	Eastern Gilaki	Lahijan	Vrg	AS	
but recommended me to a friend of his, to bear me company thither.	از ای نرو مرا به یکی از دوستان خود سپرد تا به اتفاق من آنجا برود.	اي‌رۊ‌‌ جي مئا یته خۊ ریفقؤنٚ وٚر بٚسپأرسه گه اۊ ني مي امره اؤره بٚشي	Eastern Gilaki	Lahijan	Vrg	AS	
but no two theories were alike	اما هیچ کدام از این نظرها با هم یکی نبود.	اما هیته اي گبؤن همدیگر امره یته نبۊ	Eastern Gilaki	Lahijan	Vrg	AS	
putting the packet in his pocket, left the shed.	پس نامه را در جیب خود گذشت و از انبار بیرون رفت.	نؤمه ره خۊ جۊب مئن بٚنأ و انبار جي دٚر بۊمأ	Eastern Gilaki	Lahijan	Vrg	AS	
then in taking the dimensions of the other parlour	بعد هم سالن دیگر را با قدم اندازه گرفتند	ایمه ني اۊ يته دئه سالؤنٚ مۊتٚن امره اندأجه بؤدٚن	Eastern Gilaki	Lahijan	Vrg	AS	
even might lead her at last to refuse all offers.	خود دور تا سرانجام به همه خواستگارانش پاسخ رد بدهد.	تا سلأخٚر خۊ همته خوأستگارؤنٚ آوٚج أکۊني	Eastern Gilaki	Lahijan	Vrg	AS	
were it requisite to attend your magnificence as squire	حتی اگر لازم افتد که به عنوان مهتر در رکاب حضرتت باشم	أزأ اگر ایتۊ بوأسه کیا نؤمي أمره تي خدمت بئسأم	Eastern Gilaki	Lahijan	Vrg	AS	
a man stepped in on whom I had never set my eyes before.	مردی که تا آن روز ندیده بودمش وارد شد.	اۊ مردأک گه تا اي رۊج اۊنٚ ندئه بؤم دۊرۊن بۊمأ	Eastern Gilaki	Lahijan	Vrg	AS	
knocking over chair and table.	میز و صندلی را چنان پس زد که صندلی افتاد.	ميز و کتلٚ يه جۊر پٚس بزئه گه کتل بٚکته	Eastern Gilaki	Lahijan	Vrg	AS	
but on every other point his wits were as sound as mine.	ولی در سایر موارد و قضایا ذهنش کاملاً روشن بود.	ولی دئبأخي مؤردؤن و گبؤن مئن اينٚ دۊرۊست حألي بۊبؤ بۊ	Eastern Gilaki	Lahijan	Vrg	AS	
he declared his belief that there was somebody else besides themselves upon the lighter.	گفت که به نظرش به غیر از خودشان دو نفر یک نفر دیگر هم در قایق بزرگ هست.	بۊته گه به اينٚ گب خۊشؤن دۊ نفر يه نفر دئه پیله ناؤ مئن ايسأ	Eastern Gilaki	Lahijan	Vrg	AS	
remember, wizards are coming from all over the world.	خودت که می دونی جادوگرها از کشورهای مختلف دنیا دارن میان.	تۊ گه دئه دؤني سۊۊمأگرؤن دۊنيا کشورؤن جي أمأدرٚن	Eastern Gilaki	Lahijan	Vrg	AS	
I am at your service, sir, in the matter	آقا درباره این موضوع من در خدمت شما هستم.	برأ اي مؤضۊعٚ سر شيمه خدمت ایسأم	Eastern Gilaki	Lahijan	Vrg	AS	
I had already explained the meaning of the word	پیش از آن معنی کلمه قانون را شرح داده بودم	اونٚ جي پیشتٚر قانونٚ واجه معنیئه بگۊته بۊم	Eastern Gilaki	Lahijan	Vrg	AS	
but I am looking for a man of feeling and education.	من در پی شخصی حساس و تحصیل کرده هستم.	مۊ یته حساس و تحصیل بؤده کسٚ دۊمبال ایسأم	Eastern Gilaki	Lahijan	Vrg	AS	
I'll stake something at faro, too, he he!	من هم میل دارم بختم را در بازی ورق بیازمایم.	مئا وأس مي بختٚ گنجفه مئن بٚزمأئم	Eastern Gilaki	Lahijan	Vrg	AS	
because I was very certain that the account he expected from me would be highly displeasing.	وگرنه یقین دارم مطالبی را که انتظار دارد از من بشنود سخت بر او ناگوار خواهد بود.	نویلأ يقین دؤنٚم اۊ گبؤن گه راپأ ایسأ بٚشتؤيي اینٚ چۊشمٚ سۊ شنه	Eastern Gilaki	Lahijan	Vrg	AS	
I took both her cold hands in mine, rubbing them carefully.	من هر دو تا دست سردش رو تو دستام گرفتم و با دقت نوازشش ون کردم.	اۊنٚ دۊته بچأسه دسٚ مي دسٚ مئن بگيتٚم و	Eastern Gilaki	Lahijan	Vrg	AS	
for this defence and vengeance are his affair and business.	چون این دفاع و این انتقام به او مربوط است.	چۊن اي پأستٚن و اي کینه واوجئن اۊنٚ شي بۊ	Eastern Gilaki	Lahijan	Vrg	AS	
I wouldnt pay more than that for it.	من که حاضر نیستم از این بیشتر بابتش پول بدم.	مۊ گه دئه حاضر نيئم اینٚ جي ويشته پۊل هدأم	Eastern Gilaki	Lahijan	Vrg	AS	
as if he did not mind talking about the affair now.	چنان که گویی اکنون از صحبت کردن در این باره ابایی نداشت.	ایتۊ گه أزأ ایسه دئه اۊنٚ جي گب زئن وأسي ترس ندأشت	Eastern Gilaki	Lahijan	Vrg	AS	
she had not so much as deigned to admit he existed.	برای خانم انگار نه انگار که فرانکی وجود داشت.	زٚنأک وأسي أزأ ایتؤ بۊ گه فرانک نئسأبۊ	Eastern Gilaki	Lahijan	Vrg	AS	
was a thousand times on the point of telling him he lied	هزاران بار عزم جزم کرد که سخنانش را تکذیب کند.	هزار دوأ خۊ أغسايٚ بؤده گه خۊ گبؤنٚ دۊرؤ بدأري	Eastern Gilaki	Lahijan	Vrg	AS	
he drank slowly, like a connoisseur, lingering on the taste.	مانند کارشناسی آزموده و کهنه کار آن را برداشت و آهسته آهسته نوشید.	بٚزماسته کاردؤنٚ مۊسؤن اۊنٚ ویته و ایسکئه ایسکئه فۊدۊشته	Eastern Gilaki	Lahijan	Vrg	AS	
of my mother lying there beneath the tree I knew so well.	اندیشیدم که حتماً قبر مادرم هم زیر همان درخت خواهد بود که بدان دلبستگی و آشنایی کامل داشتم.	مي امره بدأشتم گه مي مارٚ قبر هم هۊ دارٚ جیر خأ ببي گه اۊن امره چٚمأیته بؤم	Eastern Gilaki	Lahijan	Vrg	AS	
each man and each woman has another allotted to it for life, whom it supports, by whom it is supported	مرد یا زن باید کسی را داشته باشد تا از او حمایت کند و خود نیز حمایت شود	مردأک يا زنأک وأ يه کسٚ بدأشته بؤن گه اۊنٚ بال بزنن و خۊش ني بال بژئه ببي	Eastern Gilaki	Lahijan	Vrg	AS	
she wished her volatile scientist husband would be careful with his outbursts	امید داشت که شوهر دانشمندش درمواقع عصبانیت خود دقت نماید	یاسه دأشت گه خۊ دؤنا مردأک تۊرٚ رگٚ ویریسأنٚ زٚمٚت خۊشٚ بدأري	Eastern Gilaki	Lahijan	Vrg	AS	
a man often had to walk through the scrub.	در آنجا راهی جز گذشتن از خار زارها نبود.	ائره دئه تیف‌کله مئن جي دٚوأرسن بٚکٚت‌ رأغ ننأبۊ	Eastern Gilaki	Lahijan	Vrg	AS	
I was passing, and it struck me that really I wasn't such a bad figure of a man.	به فکرم رسید که آن قدرها هم بدهیکل نیستم.	مي ويئر مئن دٚکته أزأ اۊتؤ بدشکل نيئم	Eastern Gilaki	Lahijan	Vrg	AS	
you can whistle for the money.	اون وقت باید برای این پول صد تا معلق بزنی.	ایمه اي پۊل وأسی خا صد جۊرٚ تاؤ بۊخؤریم	Eastern Gilaki	Lahijan	Vrg	AS	
watching carefully as the three of them chose which table to sit at.	با احتاط نشستن آن سه را سر میز نگاه کردم.	ميزٚ سٚر اۊ سۊ نفرٚ آرؤم نیشتٚنٚٚ پیراسٚم	Eastern Gilaki	Lahijan	Vrg	AS	
to meet him will save some minutes of suspense.	بهترست به پیشوازش بروم تا چند دقیقه زودتر از این بلاتکلیفی نجات پیدا کنم.	خۊرۊمتٚر ایسه اينٚ وٚر پیشأشؤم تا ايسکئه زٚمٚت زۊدتٚر اي وي‌تکلیفی جي جؤن دٚر ببۊرٚم	Eastern Gilaki	Lahijan	Vrg	AS	
I will keep your secret for myself alone.	من راز شما را برای خود نگاه خواهم داشت.	مۊ شیمه رازٚ مئبه خانٚم دأشتٚن	Eastern Gilaki	Lahijan	Vrg	AS	
they pitched on some beautiful legend or fairy story, and turned it upside down.	حاضر بودند برای شنیدن یک سخنرانی زیبا شلاّق بخورند.	حاضر بؤن یته گب‌زني ايشتؤسٚن وأسي شلاق بۊخؤرٚن	Eastern Gilaki	Lahijan	Vrg	AS	
who was, indeed, too much governed by that favourite.	چه آن مرد که مورد عنایت شاه بود در مزاج او تسلطی تمام داشت.	چي اۊ مردأک گه کيا اۊنٚ خؤش دأشت و اونٚ چمأکۊدٚن رٚچأيته دۊشت	Eastern Gilaki	Lahijan	Vrg	AS	
condemning me to take my meals alone	محکومم کرده بود به این که تنها غذا صرف کنم	مئا محکۊم بؤده بۊ گه مي غذائه تنأيي بۊخؤرٚم	Eastern Gilaki	Lahijan	Vrg	AS	
in broken sentences, and with many drawings of breath.	تنها چند بار برای تجدید نفس سخن خود را قطع کرد.	هچي چند دوأ دٚم گیتنٚ وأسي خۊ گبٚ وأبئه	Eastern Gilaki	Lahijan	Vrg	AS	
yet she went on teasing, till he was twice on the point of being provoked to laugh.	ولی کاترین مخفیانه و آهسته آنقدر سر به سرش گذاشت که وی چند دفعه نزدیک بود عنان اختیار را از دست بدهد و با صدای بلند بخندد.	کاترین هۊتؤ جیرکۊ جیرکۊ و فنأر فنأر اۊنٚ وأزي بدأ گه چٚند دوأ پۊر دئه نوأس اینٚ وٚگیري و بۊرز صدا امره بٚخندي	Eastern Gilaki	Lahijan	Vrg	AS	
I have no intention of discussing your soul's welfare any further.	دی گه مایل نیستم در مورد این مزخرفات صحبت کنم.	دئه مئا نٚوأنه اي هپرائؤن سٚر گب بزنم	Eastern Gilaki	Lahijan	Vrg	AS	
I'll tell you a family secret, she whispered enthusiastically.	یک راز خانوادگی رو می خوام برات به گم.	یته خؤنواده رازٚ تئبه خأنم گۊتٚن	Eastern Gilaki	Lahijan	Vrg	AS	
but he soon forgot with what object he had taken the money out of his pocket.	اما بزودی حتی فراموش کرد که برای چه پول را از جیب بیرون آورده بود.	اما زۊدأزۊد أزأ اينٚ يادأشۊ گه چي واسي پولٚ خۊ جۊب جي دٚر بأرده بۊ	Eastern Gilaki	Lahijan	Vrg	AS	
as yet, indeed, he was not sufficient of a diplomatist to sum up a situation, to see its possibilities at a glance, and calculate the chances in his favor.	زیرا او هنوز آن سیاست را نداشت که بتواند وضعی را بسنجد و مشکلات کار را از نظر بگذراند و محاسبه دقیق بکند.	چۊن اۊ هله اي سياستٚ ندأشت گه بتۊنسه بي وضعٚ وٚراز بکؤني و کارٚ مۊشکلانٚ دپیرأيي و دقیقٚ حساب بکۊني	Eastern Gilaki	Lahijan	Vrg	AS	
then syncope sets in, and more especially with people of strong constitution like this man.	به خصوص در کسانیکه مثل این آقا بنیه خوبی داشته باشند.	خصوصا اۊ کسؤن مئن گه اي مٚرکه مۊسؤن خۊرۊم زۊر بدأشته بؤن	Eastern Gilaki	Lahijan	Vrg	AS	
trembling with eagerness to lay the spectral face upon her warm young breast	در اشتیاق به سینه فشردن چهرهء پریده رنگ او	اۊنٚ واپٚلکسه دیمٚ سینه دٚچکنئن یاسه أمره	Eastern Gilaki	Lahijan	Vrg	AS	
I'll do both, as soon as I possibly can.	به محض اینکه برایم امکان داشته باشد هم غذا خواهم خورد و هم استراحت خواهم کرد.	هیتؤ گه مئبه بؤنين ببي هم مي غذا ئه خأنٚم بۊخؤرٚم و هم چؤم خأنم زئن	Eastern Gilaki	Lahijan	Vrg	AS	
I've still got three days left.	هنوز سه روز از یک هفته باقی مانده است.	هله سۊ رۊج اۊ یک هفته جي بۊمؤنسه	Eastern Gilaki	Lahijan	Vrg	AS	
I've never seen such incredible white beaches.	در عمرم ساخل به ان سفیدی و زیبایی ندیده بودم	مي عۊمر مئن اۊ جۊر خۊجیر و سیپیدٚ چاف ندئه بؤم	Eastern Gilaki	Lahijan	Vrg	AS	
I've been turning it back so I could do hours over again	من زمان رو به عقب برمی گردونم که دوباره از وقتم استفاده کنم.	مۊ اي زٚمٚتٚ پسأ وٚگاردئنم گه هنده مي وقتٚ جي کارأگيرم	Eastern Gilaki	Lahijan	Vrg	AS	
read books of poetry and tell negroes what to do.	کتاب بخواند و به سیاهان بگوید که چه بکنند.	کیتاب بۊخوني و سيأهونٚ بؤگي چي بٚکۊنٚن	Eastern Gilaki	Lahijan	Vrg	AS	
I was hoping to hear a bit of it.	من امیدوار بودم بتوانم قسمتی از آن را گوش کنم.	مۊ يأسه‌مٚند بؤم گه تۊنيسي يه پاره اونٚ جي ئه گۊش بکۊنٚم	Eastern Gilaki	Lahijan	Vrg	AS	
