en_sentence	fa_sentence	translation	variety (Hawraman Takht|Lhon|Jawaru)	county	orthography	translator	7794
hoping to startle her into a response by asking it when she least expected it.	تا شاید بتواند او را غافلگیر کند و جوابی از او بگیرد.	بەڵکو تاوو پەشوکنۆشو و جوابێوەش وەنە وەرگێرۆ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I reached out for her free hand, taking it in both of mine.	دستامو به سمت دست آزاد بلا دراز کردم و او نو تو هر دو دستم فشردم .	دەستێم پەسەو کەسێوە کە دەسێ بەرز کەرۆوە کە نەجاتش بیەن بەرزێ کەردێوە و ئایەم دلی دەسامەنە فشارا	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
thereupon repeated several times the word _Yahoo_.	پس از آن چندین بار کلمه یاهو را تکرار کردند.	دماو ئانەیە چەن جارێو وشێ یاهویش دوبارە کەردەوە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
if he could have found in the ordinances of chivalry that it was lawful for a knight errant to undertake or engage in another enterprise	مسلماً اگر در مقررات پهلوانی خود محملی یافته بود که با آنکه پهلوان وقتی قول شرف داده باشد که به کار دیگری نپردازد	ئەگەر تاوی جە یاساکەو پاڵوانیەتی زانینە ئانەنە کە پاڵەوانەکە ئەگەر وەعدو شەرەفیش دا ئیتر مەبۆ هەرمانەی تەرە کەرۆنە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
was so careless as to let a huge frog not perceiving it slip out of his pail.	از روی غفلت و بی آنکه نیک بنگرد وزغی بزرگ از دلو در آب افکنده بود.	جە ڕو نەزانێۆ و بێ ئانەیە بییۆ قورواقەوە چاگە پەرا نەیەش	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
but flat and inadequate in comparison to the real thing.	اما در مقایسه با واقعیت تخت و ناقص بود.	بەڵام جە بەراوردو ڕاستیەکەی ساف و ناقس بێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I called for time out!	من تقاضا کردم که بازی چند دقیقه متوقف به شه.	من داواو کەرد کە گەمەکە چەن دەقێو مەدرۆنە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
 but on the contrary have benefited mankind	بلکه بر عکس خدمتی بود که به انسانیت نمودی	بەڵکۆ بە عەکسۆ خەزمەتیوی خاست کەرد بە ئینسانیەتی	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I can't do just as I want to here.	من تو این شهر نمی تونم به میل خودم زندگی کنم.	من چی شارەنە مەتاوو بە هەوەسو وێم ژیوۆ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
capable of healing anything from a rent in the side of a work dog to an ulcer on a human shin.	مرهم هر جور زخمی از شکافتگی تن سگ تا پارگی پوست آدم همراهش بود.	مەڵهەو هەر زەخمیوی جە قلیشاو وەرگو توتەی تا بریاو پۆسۆ ئینسانی	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
evidently had its own interests which had nothing to do with war or politics	ظاهرا علایق خاصی که به کلی از جنگ و سیاست دور بود	پاسە دیار بێ کە بەرژوەندی تایبەت و وێشش بی و خەش پۆ سیاسەت و جەنگیۆ نەبێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
he should fear nothing except for her.	گر برای او و از هیچ چیز نخواهد ترسید مگر به خاطر او.	مەبۆ جە هیچی تەرسۆ جگە ئایی	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
a dignified lady who was doubtless the latter's wife.	یک خانم متشخص که حتماً خانم همان آخری بود.	خانمێوە موحتەرەمە کە ژەنەو دووەمیشا بێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
after wards something in the man heartening him, wishing that he hadnot.	اندکی بعد نیز بر اثر رفتار متانت آمیز این مرد آرزو کرد که ای کاش این حرف را نزده بود.	دماو کچێو تەری بۆنەو ئەخلاقو تالیقداو ئایۆ ئا پیا ئاواتش واست کە ئا قسێشە نەکەردە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
any glimmering of these can only come from a scientific culture	فهم این مسایل احتیاج به یک فرهنگ علمی دارد	چەنە یاواو و ئی بابەتێ پێویستش بە فەرهەنگێوی زانستی هەن	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I'll stick to whisky if you don't mind.	اگه اشکال ندا ره من سراغ ویسکی خودم برم	ئەگەر کێشە نیا من ملو شۆنەو ویسکیەکیو ویمەرە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
all for a naughty orphan which nobody can't love.	آن هم برای یک بچه یتیم و شروری که در عالم هیچ کس دوستش ندارد!	ئانیچە پێ زاولیوی هەتیمی هاری کە چی دنێنی کەسی وەش گەرەگ نیا	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
having behind it the village, and in front of it theslope, which was tolerably steep then.	دهکده را پشت سر و سراشیبی را که در آن زمان بسی تند بود پیش رو داشت.	پەشتێشۆ لادەگا بی و وەردەمش سەرۆکۆیاو بێ کە وەختو وێش فەرە بەرز و قورس بێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I am sure it almost killed me once.	راستش یک بار خود من نزدیک بود جانم را از دست بدهم.	ڕاسیەکەش جارێوشا وێم خەریک بێ مەرۆنە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
simply because she was old and poor and had few friends.	چون که هم خیلی فقیر و هم مسن بود و ضمناً دوستی هم نداشت.	وەرو ئانەیە فەرە کەم دەس بێ و بەتەمەنێچ بێ و ڕەفێقیویچش نەبێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
by their means he and his partisans were pacified and tranquillised	هواداران کاماش به علامت صلح و آشتی شمشیرهای خود را غلاف کردند	لایەنگێرەکێش بە نیشانە و ئاشتی و سولحی شمشێرەکێشا وەستێ یاگێ وێشا	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
or a plate of bread and cheese and a glass of beer	یا یک بشقاب نان و پنیر یا یک گیلاس نوشیدنی.	قاپێو نان و پەنیرە و چەنی شەربەتیوە گێلاسە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
her eye glancing on her sweetheart, who is near me.	دیدگان را به دوست خود که نزدیک من ایستاده دوخته است.	چەمێش برێبێنێنە ڕەفێقەکێش کە پاڵو مەنەنە مدرابێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
he slept soundly	فردا شب را سر به بستر استراحت نهاده و خوابی به آسودگی نماید.	سەوای شەوێ سەرە وەزۆ سەرو پشتێکێ بە ئیسراحت و ئارامێ مۆسۆنۆ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
in his horror of the deed which had culminated the bad deeds and bad reputation of the old family house	در وحشت از عملی که به دنبال اعمال زشت و سابقعء ننگین خانه و خانواده او صورت گرفته بود	تەرسەو ا ڕەفتارە کۆنە خراپێ و شەرمەزارکەری یانێشا هەر چەنش بێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I'm sure I'm not doing this the way you expect.	من مطمئینم این کار اونطوره که تو انتظار داری	من مەزانو ئا هەرمانی ئانەنە کە تو چەمەروانشەنی	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
like a sudden entrance into something new and strange, whose splendour terrified him.	مثل اینکه ناگهان وارد دنیای تازه و عجیبی شده که شکوه آن به وحشتش انداخته است.	پەسەنە ئانەیە کە پەرێوەنە بلێنە دنێوی تازێ و کە گۆرەیەکەش وەستەن تەرسێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
then they called out to him that she was on the roof	همان موقع چند نفر فریاد کشیدند و به او گفتند که زنش بالای پشت بام است.	چا کاتەنە چەن کەسێو هاوارشا کەرد و پەنەشا وات کە ژەنەکێو ئینا سەرو بانیۆ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
consoling herself, however, with the discovery, which her keen eye soon made	اما عملاً دل خودش را خوش کرده بود به این که با نگاه نافذش زود کشف کرد	ئیتر دڵو وێشش وەش کەردە بی کە پا دیا پۆرەیە ئاشکرا بۆنە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
so his self respect is greater than his thirst for money.	معلوم شد که عزت نفس او بر حرص و آز تسلط دارد	بەرکۆت کە ڕێزگێرتەی وێش گۆرەتەرا جە ەشنە بێەو زەری	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
have others be nice to him, too.	دیگران را نیز وادار کند به او محبت بکنند.	کارێوشا پەنە کەرا کە عالەش چەنی کەرا	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
uddenly blazed up like an exploding pine knot and then subsided just as quickly.	یک مرتبه مثل نارنجک منفجر شد و بعد به همان سرعت تحلیل رفت.	پەرێوەنە پەسەو ڕۆمانەی تەقاوە و دماتەر پا سورعەتە بڵاو بیۆ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
send me an owl if you find anything.	اگه یه وقت چیزی پیدا کردین به رام یه جغد بفرست ین.	ئەگەر چێوێت دەس کۆت بە کاوەترێوەرە پێم کیانە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
it was no longer the same cramped, awkward handwriting as before.	دیگر آن دستخط بی قواره و کج و معوج قبلی نبود.	ئیتر ئا دەسو خەتە وارو خێچە و بێ سەرو بەرەو جارای نەبێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
especially because she would order for the children their favorite puddings	خاصه از آن جا که در نظر داشت برای هر کودک خوراک باب طبعش را تهیه کند	بەتایبەت کە هەرکام جە زاوڵەکا داواو چێوو تایبەت وێشاشا کەرد	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
a reproach to all his tribe, who must, no doubt, imprecate lock jaws upon him.	که اسباب خجلت همه قبیله اوست و ایشان ناگزیر بایست زهر کزاز به جان او بیندازند.	لۆمە کەردەو گەردو تایفەکێش کە بێ گومان بەشۆم قوفلیو دۆ زەنجش	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
 the latter having previously resumed his hat and gloves	کنت نیز کلاه به سر نهاده و دستکش به دست کرده و پیش افتاد.	ئانی دوەمێ کە کەڵاوەش کەردێنە سەرەش و دەسکێشش کەردێنی دەسش و کۆتەن وەڵێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
but the boy felt it, and did not respond with a smile to his father's chilly smile.	اما پسر این تفاوت را احساس کرد و به لبخند سرد پدر پاسخ نداد.	بەڵام کورەکە ئی هەستش پی فەرقەیە کەرد و جوابو خوە سەردەکەو تاتێش نەیاوە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I was afraid I was going to have to go to the FBI about it.	من تصمیم داشتم که حتما با اف. بی. آی تماس بگیرم و قضیه را اطلاع بدهم.	من بریارک دا کە پەیوەندی کەرو اف بی ئایۆ و مەسەلەکێش یاوەنوەنە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
which she never meant to send.	ولی البته به هیچ وجه قصد چنین کاری نداشت.	بەڵام هەڵبەت بە هێچ جۆرێو مەبەستو ئا هەرمانێشە نەبێ	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
I shall expect you every day	هر روز چشم به راه و منتظر تو هستم.	گەد ڕوی چەمەنوارو تۆنا	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
an ordinary stockman, stealing her from under their noses!	یک گله چران معمولی او را روز روشن جلو چشمشان قاپیده!	حەیوان ویکەریوی ئاسایی کە وەرو لوتێشەنە دەزیەنش	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
promises that when times were better she would hire free darkies.	قول داد بعد از اینکه اوضاع کمی بهتر شد مجدداً از کارگران سیاه استفاده کند .	وەعدش دا کە ئەگەر وەزعەکێ خاسە بۆنە هەمتەر کرێکارە سیاوەکا بەکار بارۆوە	Lhon	Tawella / Sosakan	Hawrami_var_1	SNH	
