Em diçin!	We're going!
Yek alîkarîyê dixwaze!	One wants help!
Dibe ku li pirtûkxaneyê pirtûkek hebe ku wê şîîra te ya berî razanê bîne bîra te?	Maybe there is a book in the library that will remind you of your bedtime poetry?
Cebar…	Algebra...
Li vê ecêbê… Beybûn.	In this wonder... Beybun.
Em dikarin kumekê hirî çêbikin. Nîkên te yên honandinê hene?	We can make a pile of wool. Do you have any nicknames?
Ez hinekî baştir im niha.	I'm a little better now.
Bi min ev burgera herî biçûk e!	I think this is the smallest burger!
…gelek stêr hene!	…there are many stars!
Ez dixwazim ku hûn li peyveka taybet ya ku we şad bike bifikirin û wê di hişê xwe da bibînin.	I want you to think of a special word that makes you happy and visualize it in your mind.
(bêhnçikîn) Minminîka Zimrûdî!	(sigh) The Emerald Minion!
Li vê ecêbê! Pug? Pug? Pug?	In this wonder! Pug? Pug? Pug?
Ooo! Malî ava! Hûn pir baş in.	Ooo! Build a house! You are very good.
Ew prensesek e. Tu ji prensesan hez dikî.	She is a princess. You like princesses.
(kenîn) Tu dîsa bi wan mişkên pirtûkxaneyê re peyivî, Pug?	(laughter) Did you talk to those library mice again, Pug?
Himm! Şewqeyeka bisêhr…	Hmm! A magical glow…
Carinan tiştê herî xweş yê nepenîyekê nepenîbûna wê ye û eger ew wekî nepenîyekê bimîne, ew dê her hebe.	Sometimes the best thing about a secret is its secrecy, and if it stays a secret, it will always be.
Navîgasyona te tune ye?	No navigation?
Ew dengê Dapîra Pug e!	That's Grandma Pug's voice!
Ev goristan pir tirsnak e, Seg.	This cemetery is very scary, Seg.
Em li ser fenereka deryayê ne!	We are on a lighthouse!
Ew çi bû?	What was it?
Ayyy! Ew çi ye?	Ayyy! What is it?
Silav Seg. Silav Pug.	Hello Seg. Hi Pug.
Seg û Pug?	Dogs and Pugs?
Perde yek – cihekê pir xweş yê ji bo provayekê.	Act one - a great place for a rehearsal.
Oo – ma te jî ew xwend, Pug?	Oo – did you read that too, Pug?
Koma Kelecanê rûdine û xwarina seyranê dixwe.	The Kelecan group sits down and eats picnic food.
Azmûna sêyem. Hemû yûnîkorn pir populer in, divê tu nîşan bidî ku gelek hevalên te hene!	The third exam. All unicorns are very popular, you must show that you have many friends!
Aaa! Erê. Spas dikim. û ji her tiştî bêhtir… ez ji pirtûkên ku dibin lîstik hez dikim!	Aaa! Yes. Thank you. and most of all... i love books that become games!
Kîvroşka Şîrîn li Daristana Xweşheval e. Beşa Yekem.	Sweet Rabbit is in the Friendly Forest. Part One.
Belkî ew gelek Yetî bin.	They may be many Yetis.
Na na, Seg. Ez ji lîstinê ra ne baş im.	No no, Seg. I'm not good at playing.
Ah ah min… min… îro gelekî… zêde egzersîz kirin.	Ah ah I... I... exercised a lot today.
Çima na, Dapîrê?	Why not, Grandma?
Malî ava!	Build a house!
Pug. Hiii! Tu dikarî ji kerema xwe werî vir?	Pug. Hiii! Can you come here please?
Hiii. Na, ew digindirin binê dîwanê.	Hiii. No, they are taken to court.
Min ji wê pirtûkê pir hez kir!	I loved that book so much!
…axirê qedîya, Seg. Êdî ji bo lîstina mişkan amade ye!	...it's finally over, Seg. Now it's ready to play mice!
Heta ez nexwazim, hûn nikarin min bigirin!	You can't take me unless I want to!
Razmendîya Kamûflaja Kimîlê ye.	The intelligence of Kimîl's camouflage.
Ez li bersivên pirsên mezin yên jîyanê digerim, Seg.	I'm looking for answers to life's big questions, Seg.
Bi tenê tiştekî xeyal bike û wî li ser kaxezê bibîne.	Just imagine something and see it on paper.
Te hîn tiştek nedîtîye. Tu amade yî ku wêrekîyekê bibînî?	You haven't seen anything yet. Are you ready to find some courage?
Axx! Aaah! (kenîn)	Ahhh! Aah! (laughter)
Xarên Rengîn … Qutîyên Razmend... Aha! Qesrên Newaze!	Colorful Lines... Smart Boxes... Aha! Palaces of Nawaze!
Xezîna ne di nava wê da ye jî.	The treasure is not in it.
Ji min bipirse./Ma neheqî û hew!	Ask me./Is it unfair and hew!
Hop! Karta te ev bû, Seg?	Hop! Was that your card, Seg?
Ya min e!	It's mine!
Eger hûn li cihekê tijî tiştên giranbuha digerin, nexwe divê hûn herin…	If you are looking for a place full of precious things, then you should go…
Bi rastî?! Oxx çi xweş!	By the way?! Oxx how nice!
Bêhna serpêhatîyekê tê! Were…	Feel like an adventure! Come on…
Ez dibêjim qey wê li ser serokî û hevkarîyê derseka giring hînî me kir.	I think she taught us an important lesson about leadership and cooperation.
Navê pirtûkê…	The name of the book...
Bi min ew ji me ditirse, Seg!	I think he's afraid of us, Seg!
Ez pir baş im, Seg. Min digot qey ajotina kaşkaşka nû dê hêsan be…	I'm fine, Seg. I thought driving the new car would be easy...
Û wê nîşan da bê tu dê çawa maketa pîramîta xwe rast bikî.	And she showed you how to fix your pyramid model.
Ma Cemsera Başûr zêde zêde ne sar e, Pug?	Isn't the Southern Ocean too cold, Pug?
Di pêşbirka xwe da ez li pey reqîbên xwe me!	I am following my competitors in my competition!
Oo! Pir xweşik e. Ev dişibe min.	Oh! It's very beautiful. This is similar to me.
Bi min ew qet naşibe dengê aramî û bêdengîyê, Seg.	To me it doesn't sound like the sound of peace and quiet, Seg.
Roja Biskiwîtên Segan pîroz be!	Happy Dog Biscuit Day!
(kenîn) Lê dapîr heye! Û em hîn jî dikarin macerayên xweş bijîn.	(laughter) But there is a grandmother! And we can still have fun adventures.
Erê! Erê! Vafirok! Min fam kir. Yanî.	Yes! Yes! Vafirok! I understood. I mean.
Em di nava qutîyeka biskiwîtan da li ser Nîlê bûn. Na – ew hefteya çûyî bû. Ah! Me bi hev ra gelek macerayên xweş dîtine.	We were in a biscuit box on the Nile. No – that was last week. Ah! We have had many wonderful adventures together.
Tu bibêje.	You say
Bi sêrê vê maseya dirêj bike yeka girover.	Turn this long table into a round table.
Tu kes bi teqezî nizane bê qesra Kamelot li ku derê ye. Lê ev keleha efsanewî mala Şah Artur û şovalyeyên wî bû.	No one knows for sure where the castle of Camelot is. But this legendary castle was the home of King Arthur and his knights.
Nexwe çû. Me ew winda kir.	Then he went. We lost it.
Don Kîşot û Aşeba ye.	Don Quixote and Asheba.
Em li nexşeyê binêrin, Pug.	Let's look at the map, Pug.
Ez li şûna te bibêzim, Pug.	Let me say it for you, Pug.
Misira Antîk … Valahîya Fezayê … Şah Artur … Hilbijartina çîrokekê ji van dijwar e. Lê ev pir baş e!	Ancient Egypt ... Space Void ... King Arthur ... It's hard to choose one story. But this is very good!
Xêr be, Pug.	Goodbye, Pug.
Lê li ser wê tiştekî zêde tune ye.	But there is nothing more about it.
Eger darikê bisêhr nexebite, em dê nikaribin wan bi paş ve vegerînin.	If the magic wand doesn't work, we won't be able to bring them back.
Spas dikim Seg û Pug. Bi saya we ez hînî çêkirina hevalên nû bûm.	Thanks Seg and Pug. Thanks to you, I learned to make new friends.
Ez meraq dikim bê berî ku lembeyên ceyranê werin îcadkirin, mirovan çi dikir?	I wonder what people did before gas lamps were invented?
… ez ji xwendina çîrokên nepenîyê hez dikim.	… I like to read mystery stories.
Seg! Min qîrînek bihîst, lewra ez ketim nav şîîreeka din ya zarokan û min Xanimoka Mafet xelas kir!	seg! I heard a scream, so I ran into another children's room and rescued Mrs. Mafet!
Em spas dikin, Seg û Pug!	Thank you, Seg and Pug!
Li vê ecêbê! Tu li ku yî?	In this wonder! Where are u?
Nexwe ew çi ye?	What is it?
Va hûn li vir in!	Here you are!
Bibêje ez dê segekê dirêj di nîvî ra bikim du parçe û paşê parçeyên wî bi hev ve bikim.	Say I'm going to cut a long dog in half and then put the parts together.
Hin kes şer dikin. Li vê ecêbê!	Some people fight. In this wonder!
Rêbera Dapîra Pug ya Dinyaya Ecêban e.	Grandma Pug's Guide to Wonderland.
Tu dikarî çend hîleyên sêhrê hînî min bikî?	Can you teach me some magic tricks?
Em dê lê bigerin û wî bibînin. (bêhnkirin) Pug, bêhna nepenîyekê tê!	We will look for him and find him. (sniff) Pug, it smells like a secret!
Em qet narevin Prenses, lê em ji meşê hez dikin.	We never run Princess, but we like to walk.
Bijîîî! Ho ho ho!	Alive! Ho ho ho!
Ji dema ku Korsana Bêrih bûye kaptan ve ew tim û tim fermanan dide.	Ever since the Bearded Pirate became captain, he has been giving orders all the time.
Robotê Min e.	It's my robot.
Ew li otelekê dimînin?	Are they staying in a hotel?
Ewk… ya rast…	That's right...
Wênesazên Binavûdeng e.	Famous painters.
Îcar ez dizanim zirnezîqê tamîr bikim. Mişkên pirtûkxaneyê!	Now I know how to repair a blacksmith. Library mice!
Heyla jehr tê ketî! Nexwe em herin ji xwe ra razên heta ku roj derkeve û derdor dîsa ronî bibe.	The poison spell is falling! Otherwise, let's go to sleep until the sun comes up and the surroundings light up again.
Xwezî ez jî biçûma lêgerîneka efsûnî.	I wish I could go on a magical quest.
Na, na, na, na!	No, no, no, no!
- di nava feneran de jî!	- even in the lanterns!
Min vê sibehê xwaribû! Nexwe tu jî dedektîfekê baş î.	I ate this morning! You are also a good detective.
Wê berde!	Let her go!
Hewar e! Ew li pey firoyê min e!	It's cool! He's following my plane!
Hûn jî gurên xerab in – hûn hevalên Gurê Xerab in?	You are bad wolves too - are you friends of the Bad Wolf?
Ku tu pêşbirka wê ya sêhrbazîyê neherimînî, ew dê neçe.	If you don't run her magic competition, she won't.
Mişkino! Mişkino! Mişkên pirtûkxaneyê! Werin em bi krîtetê bilîzin!	Mishkino! Mishkino! Library mice! Let's play cricket!
Ez dikarim. Hiih!	Can i. Hey!
Ev lîstik e, Seg!	This is the game, Seg!
Dibe ku hin peyv xelet bin, lê çi ji min were ez dê bikim.	Some words may be wrong, but I will do what I can.
ev rêyeka pir dirêj e.	this is a very long way.
Bixe nav, Pug.	Put it in, Pug.
Niha Pug!	Now Pug!
Bi tenê ferek maye.	There is only one left.
Ez dikarim êdî tif bikim?	Can I spit now?
Me dil hebû em dev jê berdin, lê piştra çimşîrekê em di ser dîwêr ra avêtin .	We wanted to give up, but after a while we were thrown over the wall.
Mişkên pirtûkxaneyê belaya xwe ji min venakin! Ez ji bo şikandina Rekora Cîhanê hewl didim ku rahêjim sandwîçeka penîr û tirşî û li ser pêlikekê bisekinim.	The library mice don't bother me! I'm trying to break the World Record by lifting a cheese and pickle sandwich and standing on a treadmill.
Me rêya derketinê nedît, lê dibe ku derî ev be.	We didn't find the way out, but this might be the door.
Gotinek heye – gotineka taybet – ji bo berfa zêde ya ku li serê çîyayekî kom dibe û dixwaze dakeve jêr. Aşît tê!	There is a word - a special word - for a lot of snow that accumulates on top of a mountain and wants to come down. Peace is coming!
Eger mirov werin vir, ew dê wisa li me binêrin wekî em di baxçeyê ajelan da ne.	If people come here, they will look at us as if we are in an eagle garden.
Oooo!	Ooo!
Xezîna! Xezîna! Xezînaya min li ku ye? Ez wekî navê xwe baş dizanim ku ez Xezînaya xwe dixwazim!	Treasure! Treasure! Where is my treasure? I know as well as my name that I want my Treasure!
Me berê jî pirtûkeka li ser te xwendibû, Du Rihî Beg.	We have already read a book about you, Du Rihi Beg.
Min fam kir bê min çi xelet çêdikir.	I realized what I was doing wrong.
Ez û Pug em dikarin alî te bikin.	Pug and I can help you.
Meymûneka ku çîrokan dinivîse?	A monkey who writes stories?
Min ji wê pirtûkê pir hez kir!	I loved that book so much!
Seg, divê em herin wê xelas bikin!	Seg, we have to go rescue her!
Li vê ecêbê… pir xweş e… newaze ye. Min ji vê çîrokê hez kir.	It's amazing... it's so good... it's amazing. I loved this story.
Ew fikreka pir baş e, Pug.	That's a very good idea, Pug.
Yan jî belkî pirtûkek hebe ku rê nîşanî me bide?	Or maybe there is a book to show us the way?
Xwezî min bêhtir stêr bidîtina.	I wish I could see more stars.
Min ji wê pirtûkê pir hez kir.	I really liked that book.
Û van çavan tu caran bi dilovanî nenihêrî.	And these eyes never looked kindly.
… ew pirtûka ku me tê da hevalê xwe yê pisîk, Pisîkê Çeşirê dîtibû tê bîra te?	... do you remember that book we gave to our cat friend, Cheshire Cat?
Ya bi nepoxan, xemlan û biskiwîtên segan.	The one with treats, ornaments and dog biscuits.
Hêdî Doris… Dorisa baş. Tu nikarî bibî yûnîkorn, lê em dê bihêlin ku tu bikevî klûba me.	Slow down Doris... good Doris. You can't be a unicorn, but we'll let you into our club.
Hûh! Bijîîî! Bijîî! Îro Roja Dînoyên Şad e!	Huh! Alive! Live! Today is Happy Dino Day!
…ev perîkê bi rengê sor yê li pişt guhê min e!	…this is the red wig behind my ear!
Ev di plana min da tunebû…	This was not in my plan...
havînan pelên wê hêşîn dibin û bi tîrêjên rojê kêfê dikin.	In summer, its leaves turn green and enjoy the sunlight.
Bêhneka kûr…	Take a deep breath…
Ez ji pirtûk… (lihevketina diranan) Pug, nava dikanê îro pir sar e?	I'm from the book... (clashing teeth) Pug, is it too cold in the shop today?
Ji sênîyê derkevin… em dê pasteyê di wê da çêbikin!	Get out of the oven... we're going to make the pasta in it!
Seg, ez dibêjim qey min tiştek dît.	Seg, I think I saw something.
Li vir tu kes tune ye. Ji Kolîn pê ve.	There is no one here. From Kolin.
Lê herî zêde û ji her tiştî bêhtir…	But most of all...
Îcar, hûn dixwazin bi lîstikekê bilîzin?	So, do you want to play a game?
Min ji wê pirtûkê pir hez kir… lê xwezî min xelatek jî bi dest bixista.	I really liked that book…but I wish I had won an award too.
Silav. Ez Dorisa ker im.	Hi there. I am Doris the deaf.
Şahîyeka bi nepoxan, bi xemlan û bi biskiwîtên segan!	A party with candy, decorations and dog biscuits!
Çima gelo?	Why?
…ez ji wan pirtûkan hez dikim ku ez bi saya wan bi çavekê din li tiştekî dinêrim.	...I like those books that make me look at something from a different perspective.
Û eger tu bizanî bakur li ku derê ye, tu dikarî rêya mala xwe bibînî.	And if you know where north is, you can find your way home.
Min cara pêşî Seplendînaya Gewre dema ku wê li ser tilîyeka xwe sê teqle avêtin dît.	The first time I saw the Great Seplendina was when she dropped three ticks on her finger.
Ew demeka dirêj bû ku şovalyeyên wêrek li taca Şah Artur digerîyan.	It has been a long time since brave knights sought the crown of King Arthur.
Hiş bin! Hûn kî ne?!	Be careful! Who are you?!
Erê, Kutik. Masîyekî ji min re got.	Yes, Kutik. A fish told me.
Ew nalîneka rastîn bû. Were!	It was a real moan. Come on!
Boyaxa şîn. Boyaxa şîn. Ez dê boyaxa şîn li ku bibînim?	Blue paint. Blue paint. Where will I find blue paint?
Mîyaw…	Meow…
Bi min êdî divê em li wê rastîya te ya ecêb bipirsin.	I think now we have to ask about your amazing truth.
Hîî hîî hîîî. Ha haa haa. Wûûû	Hiii hiii hiii. Ha ha ha Woooo
Em yekê din biceribînin?	Shall we try another one?
Dibe ku li pirtûkxaneyê pirtûkek hebe ku bi hişê çêkirî alî te bike.	There may be a book in the library that will help you with artificial intelligence.
Te pela me li derekê nedît gelo?	Did you not find our file anywhere?
Çi? Te got pirtûk? Bibore, Pug? Îro rojeka dirêj bû… Yanî şeveka… yanî rojeka.	What? Did you say book? Excuse me, Pug? Today was a long day... I mean a night... I mean a day.
Te bersiva min neda.	You didn't answer me.
Baş e, xortino – em xwarinê bixwin!	Alright guys – let's eat!
Em herin ku derê?	Where do we go?
Ohh Ahh Oh Argh	Ohh Ahh Oh Argh
Tiştê ji hemûyan nepenîtir, Yetî.	The most mysterious thing of all, the Yeti.
Tu hîn li vir î, Seg?	Are you still here, Seg?
Pug, ez dibêjim qey ez êdî dewama şîîra te dizanim.	Pug, I think I know the rest of your poem now.
